"year","species_code","port_complex_code","gear_code","live_yn","source","landings_lb"
"1978","PRRK","OSB","HKL","N","RATIO","75"
"1979","PRRK","OSB","HKL","N","RATIO","140"
"1980","PRRK","OSB","HKL","N","RATIO","127"
"1981","PRRK","OSB","HKL","N","RATIO","110"
"1982","PRRK","OSB","HKL","N","RATIO","175"
"1983","PRRK","OSB","HKL","N","RATIO","124"
"1984","PRRK","OSB","HKL","N","ACTUAL","228"
"1984","PRRK","OSB","HKL","N","ACTUAL (a)","3"
"1984","PRRK","OSD","NET","N","ACTUAL","40"
"1984","PRRK","OSD","NET","N","ACTUAL (a)","2"
"1985","PRRK","OLA","NET","N","ACTUAL","162"
"1985","PRRK","OSB","HKL","N","ACTUAL","76"
"1985","PRRK","OSB","HKL","N","ACTUAL (a)","15"
"1985","PRRK","OSD","NET","N","ACTUAL","137"
"1985","PRRK","OSD","NET","N","ACTUAL (a)","4"
"1986","PRRK","BDG","TWL","N","BORROW T-4","3"
"1986","PRRK","BRG","HKL","N","BORROW T-3","57"
"1986","PRRK","CRS","HKL","N","BORROW T-5","154"
"1986","PRRK","ERK","HKL","N","BORROW T-4","6"
"1987","PRRK","BRG","HKL","N","BORROW T-3","173"
"1987","PRRK","CRS","HKL","N","BORROW T-5","169"
"1987","PRRK","ERK","HKL","N","BORROW T-4","191"
"1987","PRRK","ERK","HKL","N","BORROW T-4(a)","4"
"1987","PRRK","ERK","TWL","N","BORROW T-4","3"
"1988","PRRK","BDG","TWL","N","BORROW T-1","72"
"1988","PRRK","BRG","HKL","N","BORROW T-3","307"
"1988","PRRK","BRG","TWL","N","ACTUAL","3319"
"1988","PRRK","CRS","HKL","N","BORROW T-5","187"
"1988","PRRK","CRS","TWL","N","BORROW T-2","654"
"1988","PRRK","ERK","HKL","N","BORROW T-4","96"
"1988","PRRK","OSF","TWL","N","BORROW T-2","86"
"1992","PRRK","BRG","HKL","N","NOMINAL","597"
"1993","PRRK","BRG","HKL","N","NOMINAL","244"
"1994","PRRK","BRG","HKL","N","NOMINAL","150"
"1994","PRRK","OSB","TWL","N","NOMINAL","64"
"1997","PRRK","ERK","HKL","N","NOMINAL","296"
"1998","PRRK","BDG","HKL","N","NOMINAL","3709"
"1998","PRRK","BRG","HKL","Y","NOMINAL","48"
"2001","PRRK","MNT","TWL","N","ACTUAL","46"
"2001","PRRK","OSD","NET","N","NOMINAL","3"
"2002","PRRK","MNT","TWL","N","ACTUAL","70"
"2007","PRRK","OLA","HKL","N","ACTUAL","437"
"2009","PRRK","MNT","HKL","N","ACTUAL","14"
"2010","PRRK","MRO","HKL","N","NOMINAL","1"
"2012","PRRK","OLA","HKL","N","NOMINAL","1"
"2013","PRRK","OLA","HKL","N","ACTUAL","98"
"2013","PRRK","OSB","HKL","N","NOMINAL","6"
"2014","PRRK","OLA","HKL","N","NOMINAL","15"
