"year","species_code","port_complex_code","gear_code","live_yn","source","landings_lb"
"1994","CLCO","OSF","HKL","N","ACTUAL","64"
"1999","CLCO","OLA","HKL","N","ACTUAL","759"
"1999","CLCO","OSD","HKL","N","BORROW T-1","477"
"2000","CLCO","OLA","HKL","N","BORROW T-3","12"
"2009","CLCO","OSD","HKL","Y","NOMINAL","1"
"2010","CLCO","MRO","HKL","N","NOMINAL","1"
"2015","CLCO","BDG","HKL","N","NOMINAL","29"
"2017","CLCO","OSF","HKL","N","NOMINAL","2"
"2018","CLCO","OSD","HKL","N","NOMINAL","17"
"2019","CLCO","MNT","HKL","N","NOMINAL","3"
"2019","CLCO","OSB","TWL","N","ACTUAL","28"
