"state","port","port_long","year","landing_lb_mil","value_usd_mil"
"MA","Fairhaven","Fairhaven, MA",2016,3.9,21.8
"MA","Fairhaven","Fairhaven, MA",2017,3.2,10.3
"MA","Fairhaven","Fairhaven, MA",2018,3.2,8.4
"MA","Fairhaven","Fairhaven, MA",2019,4.9,10.9
"MA","Gloucester","Gloucester, MA",1981,166,45.1
"MA","Gloucester","Gloucester, MA",1982,148.2,43.6
"MA","Gloucester","Gloucester, MA",1983,152.1,38.1
"MA","Gloucester","Gloucester, MA",1984,180.5,37.3
"MA","Gloucester","Gloucester, MA",1985,118.3,37.1
"MA","Gloucester","Gloucester, MA",1986,111.6,40.8
"MA","Gloucester","Gloucester, MA",1987,93.1,34.5
"MA","Gloucester","Gloucester, MA",1988,107.5,30.9
"MA","Gloucester","Gloucester, MA",1989,98.8,30.8
"MA","Gloucester","Gloucester, MA",1990,125.6,40.9
"MA","Gloucester","Gloucester, MA",1991,107.6,40
"MA","Gloucester","Gloucester, MA",1992,102.4,34.6
"MA","Gloucester","Gloucester, MA",1993,68.1,31.3
"MA","Gloucester","Gloucester, MA",1994,50.6,27.3
"MA","Gloucester","Gloucester, MA",1995,64.6,25.5
"MA","Gloucester","Gloucester, MA",1996,76.9,24.3
"MA","Gloucester","Gloucester, MA",1997,81.5,23.5
"MA","Gloucester","Gloucester, MA",1998,107.1,28.4
"MA","Gloucester","Gloucester, MA",1999,50.1,25.6
"MA","Gloucester","Gloucester, MA",2000,43.2,41.9
"MA","Gloucester","Gloucester, MA",2001,78.4,38
"MA","Gloucester","Gloucester, MA",2002,78.5,41.2
"MA","Gloucester","Gloucester, MA",2003,88.8,37.8
"MA","Gloucester","Gloucester, MA",2004,114.1,42.8
"MA","Gloucester","Gloucester, MA",2005,124.2,46
"MA","Gloucester","Gloucester, MA",2006,117.4,47.3
"MA","Gloucester","Gloucester, MA",2007,94.5,46.9
"MA","Gloucester","Gloucester, MA",2008,120.2,54.2
"MA","Gloucester","Gloucester, MA",2009,122.3,50.4
"MA","Gloucester","Gloucester, MA",2010,88.8,56.6
"MA","Gloucester","Gloucester, MA",2011,77,60.7
"MA","Gloucester","Gloucester, MA",2012,82.6,57.4
"MA","Gloucester","Gloucester, MA",2013,62.4,42.3
"MA","Gloucester","Gloucester, MA",2014,61.4,45.8
"MA","Gloucester","Gloucester, MA",2015,67.7,44.4
"MA","Gloucester","Gloucester, MA",2016,63.4,52.4
"MA","Gloucester","Gloucester, MA",2017,63.9,52.6
"MA","Gloucester","Gloucester, MA",2018,59,53.2
"MA","Gloucester","Gloucester, MA",2019,50.2,56.6
"MA","New Bedford","New Bedford, MA",1981,76,77.9
"MA","New Bedford","New Bedford, MA",1982,95.7,84.4
"MA","New Bedford","New Bedford, MA",1983,112.3,109.3
"MA","New Bedford","New Bedford, MA",1984,100.3,108.6
"MA","New Bedford","New Bedford, MA",1985,92.1,103.7
"MA","New Bedford","New Bedford, MA",1986,68.7,111.5
"MA","New Bedford","New Bedford, MA",1987,78.7,143.8
"MA","New Bedford","New Bedford, MA",1988,90.3,141
"MA","New Bedford","New Bedford, MA",1989,90.9,142.4
"MA","New Bedford","New Bedford, MA",1990,117.8,161.2
"MA","New Bedford","New Bedford, MA",1991,112.9,159
"MA","New Bedford","New Bedford, MA",1992,104.8,151.6
"MA","New Bedford","New Bedford, MA",1993,86.4,107.7
"MA","New Bedford","New Bedford, MA",1994,68.7,82.3
"MA","New Bedford","New Bedford, MA",1995,70.8,89.7
"MA","New Bedford","New Bedford, MA",1996,91.3,104.3
"MA","New Bedford","New Bedford, MA",1997,83.7,103.7
"MA","New Bedford","New Bedford, MA",1998,91.9,94.9
"MA","New Bedford","New Bedford, MA",1999,86.2,129.9
"MA","New Bedford","New Bedford, MA",2000,89.9,148.8
"MA","New Bedford","New Bedford, MA",2001,107.2,151.4
"MA","New Bedford","New Bedford, MA",2002,108.7,168.6
"MA","New Bedford","New Bedford, MA",2003,155.5,176.2
"MA","New Bedford","New Bedford, MA",2004,175.4,207.7
"MA","New Bedford","New Bedford, MA",2005,153.4,282.5
"MA","New Bedford","New Bedford, MA",2006,168.3,281.4
"MA","New Bedford","New Bedford, MA",2007,150,268.9
"MA","New Bedford","New Bedford, MA",2008,146.4,241.3
"MA","New Bedford","New Bedford, MA",2009,170,249.2
"MA","New Bedford","New Bedford, MA",2010,133.4,306
"MA","New Bedford","New Bedford, MA",2011,116.7,368.8
"MA","New Bedford","New Bedford, MA",2012,143,411.1
"MA","New Bedford","New Bedford, MA",2013,129.8,379
"MA","New Bedford","New Bedford, MA",2014,140,328.8
"MA","New Bedford","New Bedford, MA",2015,123.8,321.9
"MA","New Bedford","New Bedford, MA",2016,106.6,326.5
"MA","New Bedford","New Bedford, MA",2017,110.8,389.5
"MA","New Bedford","New Bedford, MA",2018,113.5,431.1
"MA","New Bedford","New Bedford, MA",2019,115.8,450.8
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",1981,19,8.5
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",1982,30.3,11
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",1983,26.7,9.6
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",1984,27.7,9.5
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",1985,30.2,12.5
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",1986,27.1,11.8
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",1987,25.8,12.7
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",1988,25.2,11.6
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",1989,23.7,12.9
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",1990,32.4,16.3
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",1991,24.7,14.3
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",1992,18,13.8
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",1993,20.2,13.8
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",1994,18.8,10.5
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",1995,18.5,10.9
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",1996,17.8,9.8
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",1997,16.8,9.3
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",1998,17.2,9.9
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",1999,20,12.9
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",2000,18.1,15.7
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",2001,17.1,18.1
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",2002,15.4,15.2
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",2003,15.3,13.6
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",2004,13.8,14.2
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",2005,12.7,20
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",2006,14.3,20.6
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",2007,14.3,18.3
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",2008,15.3,18.3
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",2009,16.1,20
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",2010,15.9,19.9
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",2011,17.9,26.8
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",2012,16.8,27.6
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",2013,13.8,30.1
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",2014,20,29
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",2015,21.2,30.6
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",2016,26.5,32.8
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",2017,22.3,33.8
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",2018,22.5,34.8
"MA","Provincetown-Chatham","Provincetown-Chatham, MA",2019,18.8,32
"MD","Ocean City","Ocean City, MD",1981,23,10.5
"MD","Ocean City","Ocean City, MD",1982,23.4,9.9
"MD","Ocean City","Ocean City, MD",1983,20.6,9.3
"MD","Ocean City","Ocean City, MD",1984,24.4,11
"MD","Ocean City","Ocean City, MD",1985,24.5,11.1
"MD","Ocean City","Ocean City, MD",1986,29.1,12.3
"MD","Ocean City","Ocean City, MD",1987,22.5,10.6
"MD","Ocean City","Ocean City, MD",1988,21.1,8.9
"MD","Ocean City","Ocean City, MD",1989,24.6,9.1
"MD","Ocean City","Ocean City, MD",1990,21.1,8.8
"MD","Ocean City","Ocean City, MD",1991,25.4,10.7
"MD","Ocean City","Ocean City, MD",1992,17.9,8
"MD","Ocean City","Ocean City, MD",1993,14.1,7.6
"MD","Ocean City","Ocean City, MD",1994,12.5,7.8
"MD","Ocean City","Ocean City, MD",1995,12.5,8.5
"MD","Ocean City","Ocean City, MD",1996,16.3,8.3
"MD","Ocean City","Ocean City, MD",1997,13.3,7.2
"MD","Ocean City","Ocean City, MD",1998,11.4,6.4
"MD","Ocean City","Ocean City, MD",1999,10.9,6.2
"MD","Ocean City","Ocean City, MD",2000,9.6,6.6
"MD","Ocean City","Ocean City, MD",2001,13.2,8.6
"MD","Ocean City","Ocean City, MD",2002,12.1,8.1
"MD","Ocean City","Ocean City, MD",2003,9.1,6.6
"MD","Ocean City","Ocean City, MD",2005,8,10.2
"MD","Ocean City","Ocean City, MD",2006,10.3,13.4
"MD","Ocean City","Ocean City, MD",2007,10.1,10.4
"MD","Ocean City","Ocean City, MD",2008,10.6,10.6
"MD","Ocean City","Ocean City, MD",2009,8.6,9.5
"MD","Ocean City","Ocean City, MD",2010,16.7,8.8
"MD","Ocean City","Ocean City, MD",2011,9,6
"MD","Ocean City","Ocean City, MD",2012,6,5.8
"MD","Ocean City","Ocean City, MD",2013,4.6,4
"MD","Ocean City","Ocean City, MD",2014,5.4,6.3
"MD","Ocean City","Ocean City, MD",2015,4.1,7.2
"MD","Ocean City","Ocean City, MD",2016,4,5.7
"MD","Ocean City","Ocean City, MD",2017,4.4,4.6
"MD","Ocean City","Ocean City, MD",2018,4.2,4.8
"MD","Ocean City","Ocean City, MD",2019,4.7,7.3
"ME","Bass Harbor","Bass Harbor, ME",2015,2.5,10.8
"ME","Bass Harbor","Bass Harbor, ME",2016,3.5,12.7
"ME","Bass Harbor","Bass Harbor, ME",2017,2.7,11.1
"ME","Bass Harbor","Bass Harbor, ME",2018,2.8,10.8
"ME","Bass Harbor","Bass Harbor, ME",2019,2.7,13.5
"ME","Beals Island","Beals Island, ME",2012,5,11.5
"ME","Beals Island","Beals Island, ME",2013,6.2,15.1
"ME","Beals Island","Beals Island, ME",2014,6.8,22.1
"ME","Beals Island","Beals Island, ME",2015,6,20.7
"ME","Beals Island","Beals Island, ME",2016,7,23.3
"ME","Beals Island","Beals Island, ME",2017,6.9,20.5
"ME","Beals Island","Beals Island, ME",2018,8.1,23.5
"ME","Beals Island","Beals Island, ME",2019,6.7,22.7
"ME","Cundys Harbor","Cundys Harbor, ME",2018,2.9,12.3
"ME","Cundys Harbor","Cundys Harbor, ME",2019,2.4,11.6
"ME","Cushing","Cushing, ME",2019,2.1,11.2
"ME","Friendship","Friendship, ME",2012,5.8,14.2
"ME","Friendship","Friendship, ME",2013,4.8,14.9
"ME","Friendship","Friendship, ME",2014,9.1,20.2
"ME","Friendship","Friendship, ME",2015,5.2,21.8
"ME","Friendship","Friendship, ME",2016,4.7,20.3
"ME","Friendship","Friendship, ME",2017,4.4,19.2
"ME","Friendship","Friendship, ME",2018,5.7,24.1
"ME","Friendship","Friendship, ME",2019,7.6,24.6
"ME","Harrington","Harrington, ME",2019,2.1,10.4
"ME","Jonesport","Jonesport, ME",1995,0.8,1.5
"ME","Jonesport","Jonesport, ME",1996,2,5.2
"ME","Jonesport","Jonesport, ME",1997,5.3,8.3
"ME","Jonesport","Jonesport, ME",1998,2.8,6.5
"ME","Jonesport","Jonesport, ME",1999,2.5,7
"ME","Jonesport","Jonesport, ME",2000,3.2,9.1
"ME","Jonesport","Jonesport, ME",2001,6.1,15.9
"ME","Jonesport","Jonesport, ME",2002,7.3,18
"ME","Jonesport","Jonesport, ME",2003,5.8,18
"ME","Jonesport","Jonesport, ME",2011,35.7,24.6
"ME","Jonesport","Jonesport, ME",2012,18.4,12.8
"ME","Jonesport","Jonesport, ME",2013,14.2,11.4
"ME","Jonesport","Jonesport, ME",2014,7.1,14
"ME","Jonesport","Jonesport, ME",2015,5.8,14.1
"ME","Jonesport","Jonesport, ME",2016,10.4,14.8
"ME","Jonesport","Jonesport, ME",2017,10,12.7
"ME","Jonesport","Jonesport, ME",2018,9.3,13.2
"ME","Jonesport","Jonesport, ME",2019,8.1,13.6
"ME","Milbridge","Milbridge, ME",2015,2.8,11.2
"ME","Milbridge","Milbridge, ME",2016,3.1,12.2
"ME","Milbridge","Milbridge, ME",2017,2.7,9.7
"ME","Milbridge","Milbridge, ME",2018,3.2,10.7
"ME","Milbridge","Milbridge, ME",2019,2.9,13
"ME","Owls Head","Owls Head, ME",2015,2.3,10.1
"ME","Owls Head","Owls Head, ME",2016,3.3,14.2
"ME","Owls Head","Owls Head, ME",2017,2.7,11
"ME","Owls Head","Owls Head, ME",2018,2.8,12.1
"ME","Owls Head","Owls Head, ME",2019,2.6,13
"ME","Pembroke","Pembroke, ME",2017,4.8,1
"ME","Pembroke","Pembroke, ME",2019,0.7,0.7
"ME","Port Clyde","Port Clyde, ME",2012,6.2,9.6
"ME","Port Clyde","Port Clyde, ME",2013,3.9,9.2
"ME","Port Clyde","Port Clyde, ME",2014,5.7,10.2
"ME","Port Clyde","Port Clyde, ME",2015,2.9,10.8
"ME","Port Clyde","Port Clyde, ME",2016,2,7.8
"ME","Port Clyde","Port Clyde, ME",2017,2.6,6.8
"ME","Port Clyde","Port Clyde, ME",2019,1.7,7.4
"ME","Portland","Portland, ME",1981,39,17
"ME","Portland","Portland, ME",1982,68.1,15.1
"ME","Portland","Portland, ME",1983,54.8,16
"ME","Portland","Portland, ME",1984,37.8,14.5
"ME","Portland","Portland, ME",1985,37,17.2
"ME","Portland","Portland, ME",1986,35.6,22.4
"ME","Portland","Portland, ME",1987,44.2,35.9
"ME","Portland","Portland, ME",1988,44,30.4
"ME","Portland","Portland, ME",1989,49,34.4
"ME","Portland","Portland, ME",1990,49.5,31.7
"ME","Portland","Portland, ME",1991,64,44.1
"ME","Portland","Portland, ME",1992,60,43.6
"ME","Portland","Portland, ME",1993,87.3,49.1
"ME","Portland","Portland, ME",1994,65.3,43.6
"ME","Portland","Portland, ME",1995,66.8,40
"ME","Portland","Portland, ME",1996,78.3,38.8
"ME","Portland","Portland, ME",1997,74.7,43.2
"ME","Portland","Portland, ME",1998,46.5,35.2
"ME","Portland","Portland, ME",1999,55.6,42.4
"ME","Portland","Portland, ME",2000,63.9,45.4
"ME","Portland","Portland, ME",2001,86.6,34.4
"ME","Portland","Portland, ME",2002,62,40.4
"ME","Portland","Portland, ME",2003,68.5,28.9
"ME","Portland","Portland, ME",2004,62.4,34.6
"ME","Portland","Portland, ME",2005,56.8,34.6
"ME","Portland","Portland, ME",2006,58.2,27.8
"ME","Portland","Portland, ME",2007,34.2,24.2
"ME","Portland","Portland, ME",2008,35.1,22.6
"ME","Portland","Portland, ME",2009,37.3,16.6
"ME","Portland","Portland, ME",2010,38.2,18.8
"ME","Portland","Portland, ME",2011,61.1,28.3
"ME","Portland","Portland, ME",2012,59,32.8
"ME","Portland","Portland, ME",2013,62.1,31.5
"ME","Portland","Portland, ME",2014,56.5,31.5
"ME","Portland","Portland, ME",2015,62.4,34.6
"ME","Portland","Portland, ME",2016,49.8,38.1
"ME","Portland","Portland, ME",2017,49.2,30.5
"ME","Portland","Portland, ME",2018,45.9,36.2
"ME","Portland","Portland, ME",2019,18.8,25.8
"ME","Prospect Harbor","Prospect Harbor, ME",2018,3,4.6
"ME","Prospect Harbor","Prospect Harbor, ME",2019,0.9,4.6
"ME","Rockland","Rockland, ME",1981,44,13.4
"ME","Rockland","Rockland, ME",1982,50.6,10.7
"ME","Rockland","Rockland, ME",1983,55.1,12.3
"ME","Rockland","Rockland, ME",1984,43.2,9.4
"ME","Rockland","Rockland, ME",1985,59,11.1
"ME","Rockland","Rockland, ME",1986,43.4,9.1
"ME","Rockland","Rockland, ME",1987,39.5,8.2
"ME","Rockland","Rockland, ME",1988,40.6,6.7
"ME","Rockland","Rockland, ME",1989,24.8,7.1
"ME","Rockland","Rockland, ME",1990,36.2,3.1
"ME","Rockland","Rockland, ME",1991,31.9,3.6
"ME","Rockland","Rockland, ME",1992,40,3.5
"ME","Rockland","Rockland, ME",1993,32,3.1
"ME","Rockland","Rockland, ME",1994,33.8,3.2
"ME","Rockland","Rockland, ME",1995,44.6,5.7
"ME","Rockland","Rockland, ME",1996,52.7,6
"ME","Rockland","Rockland, ME",1997,68.3,7.3
"ME","Rockland","Rockland, ME",1998,39,6.4
"ME","Rockland","Rockland, ME",1999,35.8,3.9
"ME","Rockland","Rockland, ME",2000,28.3,8.2
"ME","Rockland","Rockland, ME",2001,24.7,6.4
"ME","Rockland","Rockland, ME",2002,22,4.3
"ME","Rockland","Rockland, ME",2003,31.7,4.4
"ME","Rockland","Rockland, ME",2004,36.7,8.4
"ME","Rockland","Rockland, ME",2005,34.6,7.4
"ME","Rockland","Rockland, ME",2006,36.2,12.8
"ME","Rockland","Rockland, ME",2007,33.4,9.7
"ME","Rockland","Rockland, ME",2008,29.6,8.1
"ME","Rockland","Rockland, ME",2009,21.4,6.4
"ME","Rockland","Rockland, ME",2010,22.6,10.6
"ME","Rockland","Rockland, ME",2011,38.2,23.5
"ME","Rockland","Rockland, ME",2012,35.2,14.8
"ME","Rockland","Rockland, ME",2013,34.6,14.9
"ME","Rockland","Rockland, ME",2014,40.6,19.1
"ME","Rockland","Rockland, ME",2015,31,17.8
"ME","Rockland","Rockland, ME",2016,33.6,21.1
"ME","Rockland","Rockland, ME",2017,23.3,15
"ME","Rockland","Rockland, ME",2018,23,13.7
"ME","Rockland","Rockland, ME",2019,6.7,11.7
"ME","Southwest Harbor","Southwest Harbor, ME",2015,2.5,11
"ME","Southwest Harbor","Southwest Harbor, ME",2016,2.5,11.4
"ME","Southwest Harbor","Southwest Harbor, ME",2017,2,8.9
"ME","Southwest Harbor","Southwest Harbor, ME",2019,2.2,11.3
"ME","Spruce Head","Spruce Head, ME",2011,4,11
"ME","Spruce Head","Spruce Head, ME",2012,4,9.6
"ME","Spruce Head","Spruce Head, ME",2013,4.2,11.4
"ME","Spruce Head","Spruce Head, ME",2014,4.2,14.7
"ME","Spruce Head","Spruce Head, ME",2015,4.4,16.5
"ME","Spruce Head","Spruce Head, ME",2016,4.6,16.9
"ME","Spruce Head","Spruce Head, ME",2017,3.7,13.3
"ME","Spruce Head","Spruce Head, ME",2018,4.4,16.6
"ME","Spruce Head","Spruce Head, ME",2019,4,18.7
"ME","Stonington","Stonington, ME",1992,5.8,3.7
"ME","Stonington","Stonington, ME",1993,5.7,3.6
"ME","Stonington","Stonington, ME",1994,3,2.9
"ME","Stonington","Stonington, ME",1995,2.2,2.3
"ME","Stonington","Stonington, ME",1996,3.5,7.2
"ME","Stonington","Stonington, ME",1997,5.3,10.7
"ME","Stonington","Stonington, ME",1998,4.6,9.7
"ME","Stonington","Stonington, ME",1999,3.2,9.1
"ME","Stonington","Stonington, ME",2000,15.9,18
"ME","Stonington","Stonington, ME",2001,22.4,16.6
"ME","Stonington","Stonington, ME",2002,15.4,21.8
"ME","Stonington","Stonington, ME",2003,19.9,20.5
"ME","Stonington","Stonington, ME",2004,14.1,22.4
"ME","Stonington","Stonington, ME",2005,15.5,32.3
"ME","Stonington","Stonington, ME",2006,23.4,34.3
"ME","Stonington","Stonington, ME",2007,13.7,28.9
"ME","Stonington","Stonington, ME",2008,17.4,15.4
"ME","Stonington","Stonington, ME",2009,14.8,26.5
"ME","Stonington","Stonington, ME",2010,17,45.3
"ME","Stonington","Stonington, ME",2011,19.4,47.8
"ME","Stonington","Stonington, ME",2012,21.8,46.1
"ME","Stonington","Stonington, ME",2013,19.9,48.9
"ME","Stonington","Stonington, ME",2014,25.4,60.3
"ME","Stonington","Stonington, ME",2015,19.1,63.8
"ME","Stonington","Stonington, ME",2016,23.2,68
"ME","Stonington","Stonington, ME",2017,17.9,55.8
"ME","Stonington","Stonington, ME",2018,17.5,59.7
"ME","Stonington","Stonington, ME",2019,11,51
"ME","Swans Island","Swans Island, ME",2015,2.7,11.2
"ME","Swans Island","Swans Island, ME",2016,2.7,10.9
"ME","Swans Island","Swans Island, ME",2017,2.5,9.2
"ME","Swans Island","Swans Island, ME",2019,2,8.9
"ME","Tenants Harbor","Tenants Harbor, ME",2018,3.2,9
"ME","Tenants Harbor","Tenants Harbor, ME",2019,1.9,8.7
"ME","Vinalhaven","Vinalhaven, ME",2011,8,17
"ME","Vinalhaven","Vinalhaven, ME",2012,13.4,28.3
"ME","Vinalhaven","Vinalhaven, ME",2013,13.3,30.7
"ME","Vinalhaven","Vinalhaven, ME",2014,10.5,35.7
"ME","Vinalhaven","Vinalhaven, ME",2015,9.7,39.7
"ME","Vinalhaven","Vinalhaven, ME",2016,10.5,42.3
"ME","Vinalhaven","Vinalhaven, ME",2017,8.8,36.5
"ME","Vinalhaven","Vinalhaven, ME",2018,9,38.7
"ME","Vinalhaven","Vinalhaven, ME",2019,8.1,39.8
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",1983,57.6,21
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",1984,50.8,20.7
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",1985,41.1,13.4
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",1986,46.7,15.2
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",1987,38.2,14.2
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",1988,42.3,29.5
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",1989,12.6,22.2
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",1990,14.6,18.7
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",1991,8.8,14.4
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",1992,8.9,16.6
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",1993,8.8,15.3
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",1994,7.5,18.2
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",1995,12,23.3
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",1996,9.2,18.2
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",1997,9.5,23.1
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",1998,14.1,30.1
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",1999,13.4,27.9
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",2000,14.2,35.5
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",2001,14.6,29.1
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",2002,14.8,26.9
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",2003,17.4,26.8
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",2004,16.3,26.2
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",2005,8.5,15.3
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",2006,9.6,12.8
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",2007,11.7,18.6
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",2008,24.5,18.6
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",2009,12.9,19.3
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",2010,6,13
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",2011,10.7,19.9
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",2012,13.8,25.2
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",2013,9.4,23.4
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",2014,10.1,28.4
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",2015,9.3,15
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",2016,8,15
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",2017,9.9,17.2
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",2018,9.4,16.7
"MS","Gulfport-Biloxi","Gulfport-Biloxi, MS",2019,6.7,14
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",1981,220,16.8
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",1982,331.6,18.5
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",1983,380.2,23.2
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",1984,425.3,25
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",1985,423.2,18.4
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",1986,365.5,20.4
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",1987,391.6,20.3
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",1988,292,28.2
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",1989,282.1,16.9
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",1990,303.9,18.8
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",1991,227.3,15.1
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",1992,177,12.4
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",1993,169.7,10.7
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",1994,200.9,22
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",1995,128.6,12.3
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",1996,148,10.4
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",1997,164.7,13.4
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",1998,193.2,13.8
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",1999,250.5,16
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",2000,199.9,16.5
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",2001,196,16.3
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",2002,198.5,13.9
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",2003,192,13.8
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",2004,162.8,11.9
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",2005,159.1,8.3
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",2006,212.1,8.8
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",2007,216.3,21.3
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",2008,190.2,19.2
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",2009,217.4,18.6
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",2010,105.2,8.9
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",2011,266.7,9.9
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",2012,249.9,24.1
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",2013,171.1,11.3
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",2014,184.4,21
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",2015,294.8,53.9
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",2016,285,12
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",2017,301.3,11.2
"MS","Pascagoula-Moss Point","Pascagoula-Moss Point, MS",2018,309.8,26.9
