"tsn","level","sci_name","kingdom","phylum","class","order","family","genus","species"
"0","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA
"1081826","Species","Pantherophis obsoletus","Animalia","Chordata","Reptilia","Squamata","Colubridae","Pantherophis","Pantherophis obsoletus"
"1082673","Species","Lampropeltis holbrooki","Animalia","Chordata","Reptilia","Squamata","Colubridae","Lampropeltis","Lampropeltis holbrooki"
"1094181","Family","Ranidae","Animalia","Chordata","Amphibia","Anura","Ranidae",NA,NA
"1094914","Genus","Bufo","Animalia","Chordata","Amphibia","Anura","Bufonidae","Bufo",NA
"1095381","Species","Dryophytes cinereus","Animalia","Chordata","Amphibia","Anura","Hylidae","Dryophytes","Dryophytes cinereus"
"1095495","Species","Dryophytes versicolor","Animalia","Chordata","Amphibia","Anura","Hylidae","Dryophytes","Dryophytes versicolor"
"11217","Genus","Laminaria","Chromista",NA,"Phaeophyceae","Laminariales","Laminariaceae","Laminaria",NA
"11222","Species","Laminaria saccharina","Chromista",NA,"Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria saccharina"
"11228","Species","Laminaria digitata","Chromista",NA,"Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"11272","Genus","Macrocystis","Chromista",NA,"Phaeophyceae","Laminariales","Lessoniaceae","Macrocystis",NA
"11300","Species","Alaria esculenta","Chromista",NA,"Phaeophyceae","Laminariales","Alariaceae","Alaria","Alaria esculenta"
"11329","Family","Fucaceae","Chromista",NA,"Phaeophyceae","Fucales","Fucaceae",NA,NA
"11331","Species","Ascophyllum nodosum","Chromista",NA,"Phaeophyceae","Fucales","Fucaceae","Ascophyllum","Ascophyllum nodosum"
"11332","Variety","Ascophyllum nodosum var. scorpioides","Chromista",NA,"Phaeophyceae","Fucales","Fucaceae","Ascophyllum","Ascophyllum nodosum"
"11335","Species","Fucus vesiculosus","Chromista",NA,"Phaeophyceae","Fucales","Fucaceae","Fucus","Fucus vesiculosus"
"12092","Species","Chondrus crispus","Plantae",NA,"Florideophyceae","Gigartinales","Gigartinaceae","Chondrus","Chondrus crispus"
"12303","Family","Corallinaceae","Plantae",NA,"Florideophyceae","Corallinales","Corallinaceae",NA,NA
"12842","Species","Palmaria palmata","Plantae",NA,"Florideophyceae","Palmariales","Palmariaceae","Palmaria","Palmaria palmata"
"155469","Phylum","Bryozoa","Animalia","Bryozoa",NA,NA,NA,NA,NA
"156857","Phylum","Echinodermata","Animalia","Echinodermata",NA,NA,NA,NA,NA
"156862","Class","Asteroidea","Animalia","Echinodermata","Asteroidea",NA,NA,NA,NA
"157187","Species","Echinaster sentus","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Echinaster","Echinaster sentus"
"157325","Class","Ophiuroidea","Animalia","Echinodermata","Ophiuroidea",NA,NA,NA,NA
"157366","Species","Astrophyton muricatum","Animalia","Echinodermata","Ophiuroidea","Phrynophiurida","Gorgonocephalidae","Astrophyton","Astrophyton muricatum"
"157486","Species","Ophiocoma echinata","Animalia","Echinodermata","Ophiuroidea","Ophiurida","Ophiocomidae","Ophiocoma","Ophiocoma echinata"
"157518","Species","Ophioderma squamosissimum","Animalia","Echinodermata","Ophiuroidea","Ophiurida","Ophiodermatidae","Ophioderma","Ophioderma squamosissimum"
"157520","Species","Ophioderma brevispinum","Animalia","Echinodermata","Ophiuroidea","Ophiurida","Ophiodermatidae","Ophioderma","Ophioderma brevispinum"
"157821","Class","Echinoidea","Animalia","Echinodermata","Echinoidea",NA,NA,NA,NA
"157826","Species","Eucidaris tribuloides","Animalia","Echinodermata","Echinoidea","Cidaroida","Cidaridae","Eucidaris","Eucidaris tribuloides"
"157906","Species","Arbacia punctulata","Animalia","Echinodermata","Echinoidea","Arbacioida","Arbaciidae","Arbacia","Arbacia punctulata"
"157921","Species","Lytechinus variegatus","Animalia","Echinodermata","Echinoidea","Temnopleuroida","Toxopneustidae","Lytechinus","Lytechinus variegatus"
"157958","Species","Echinometra lucunter","Animalia","Echinodermata","Echinoidea","Echinoida","Echinometridae","Echinometra","Echinometra lucunter"
"157968","Genus","Strongylocentrotus","Animalia","Echinodermata","Echinoidea","Echinoida","Strongylocentrotidae","Strongylocentrotus",NA
"157969","Species","Strongylocentrotus droebachiensis","Animalia","Echinodermata","Echinoidea","Echinoida","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis"
"157987","Genus","Clypeaster","Animalia","Echinodermata","Echinoidea","Clypeasteroida","Clypeasteridae","Clypeaster",NA
"157988","Species","Clypeaster prostratus","Animalia","Echinodermata","Echinoidea","Clypeasteroida","Clypeasteridae","Clypeaster","Clypeaster prostratus"
"157989","Species","Clypeaster subdepressus","Animalia","Echinodermata","Echinoidea","Clypeasteroida","Clypeasteridae","Clypeaster","Clypeaster subdepressus"
"158018","Family","Mellitidae","Animalia","Echinodermata","Echinoidea","Clypeasteroida","Mellitidae",NA,NA
"158019","Genus","Mellita","Animalia","Echinodermata","Echinoidea","Clypeasteroida","Mellitidae","Mellita",NA
"158028","Species","Encope emarginata","Animalia","Echinodermata","Echinoidea","Clypeasteroida","Mellitidae","Encope","Encope emarginata"
"158031","Genus","Leodia","Animalia","Echinodermata","Echinoidea","Clypeasteroida","Mellitidae","Leodia",NA
"158140","Class","Holothuroidea","Animalia","Echinodermata","Holothuroidea",NA,NA,NA,NA
"158195","Species","Cucumaria frondosa","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Cucumariidae","Cucumaria","Cucumaria frondosa"
"158309","Family","Holothuriidae","Animalia","Echinodermata","Holothuroidea","Holothuriida","Holothuriidae",NA,NA
"158323","Species","Holothuria floridana","Animalia","Echinodermata","Holothuroidea","Holothuriida","Holothuriidae","Holothuria","Holothuria floridana"
"158541","Class","Crinoidea","Animalia","Echinodermata","Crinoidea",NA,NA,NA,NA
"158854","Class","Ascidiacea","Animalia","Chordata","Ascidiacea",NA,NA,NA,NA
"159699","Species","Entosphenus tridentatus","Animalia","Chordata","Cephalaspidomorphi","Petromyzontiformes","Petromyzontidae","Entosphenus","Entosphenus tridentatus"
"159722","Species","Petromyzon marinus","Animalia","Chordata","Cephalaspidomorphi","Petromyzontiformes","Petromyzontidae","Petromyzon","Petromyzon marinus"
"159753","Family","Myxinidae","Animalia","Chordata","Myxini","Myxiniformes","Myxinidae",NA,NA
"159756","Species","Eptatretus deani","Animalia","Chordata","Myxini","Myxiniformes","Myxinidae","Eptatretus","Eptatretus deani"
"159772","Species","Myxine glutinosa","Animalia","Chordata","Myxini","Myxiniformes","Myxinidae","Myxine","Myxine glutinosa"
"159785","Class","Chondrichthyes","Animalia","Chordata","Chondrichthyes",NA,NA,NA,NA
"159786","Subclass","Elasmobranchii","Animalia","Chordata","Chondrichthyes",NA,NA,NA,NA
"159791","Species","Heterodontus francisci","Animalia","Chordata","Chondrichthyes","Heterodontiformes","Heterodontidae","Heterodontus","Heterodontus francisci"
"159819","Species","Hexanchus griseus","Animalia","Chordata","Chondrichthyes","Hexanchiformes","Hexanchidae","Hexanchus","Hexanchus griseus"
"159829","Species","Notorynchus cepedianus","Animalia","Chordata","Chondrichthyes","Hexanchiformes","Notorynchidae","Notorynchus","Notorynchus cepedianus"
"159851","Order","Lamniformes","Animalia","Chordata","Chondrichthyes","Lamniformes",NA,NA,NA
"159888","Species","Carcharias taurus","Animalia","Chordata","Chondrichthyes","Lamniformes","Odontaspididae","Carcharias","Carcharias taurus"
"159901","Family","Lamnidae","Animalia","Chordata","Chondrichthyes","Lamniformes","Lamnidae",NA,NA
"159903","Species","Carcharodon carcharias","Animalia","Chordata","Chondrichthyes","Lamniformes","Lamnidae","Carcharodon","Carcharodon carcharias"
"159907","Species","Cetorhinus maximus","Animalia","Chordata","Chondrichthyes","Lamniformes","Cetorhinidae","Cetorhinus","Cetorhinus maximus"
"159910","Species","Lamna ditropis","Animalia","Chordata","Chondrichthyes","Lamniformes","Lamnidae","Lamna","Lamna ditropis"
"159911","Species","Lamna nasus","Animalia","Chordata","Chondrichthyes","Lamniformes","Lamnidae","Lamna","Lamna nasus"
"159915","Genus","Alopias","Animalia","Chordata","Chondrichthyes","Lamniformes","Alopiidae","Alopias",NA
"159916","Species","Alopias vulpinus","Animalia","Chordata","Chondrichthyes","Lamniformes","Alopiidae","Alopias","Alopias vulpinus"
"159921","Species","Alopias superciliosus","Animalia","Chordata","Chondrichthyes","Lamniformes","Alopiidae","Alopias","Alopias superciliosus"
"159923","Genus","Isurus","Animalia","Chordata","Chondrichthyes","Lamniformes","Lamnidae","Isurus",NA
"159924","Species","Isurus oxyrinchus","Animalia","Chordata","Chondrichthyes","Lamniformes","Lamnidae","Isurus","Isurus oxyrinchus"
"159926","Species","Isurus paucus","Animalia","Chordata","Chondrichthyes","Lamniformes","Lamnidae","Isurus","Isurus paucus"
"159977","Species","Ginglymostoma cirratum","Animalia","Chordata","Chondrichthyes","Orectolobiformes","Ginglymostomatidae","Ginglymostoma","Ginglymostoma cirratum"
"159988","Species","Apristurus brunneus","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Scyliorhinidae","Apristurus","Apristurus brunneus"
"160060","Species","Scyliorhinus retifer","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Scyliorhinus retifer"
"160089","Species","Cephaloscyllium ventriosum","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","Cephaloscyllium ventriosum"
"160178","Family","Carcharhinidae","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae",NA,NA
"160181","Species","Galeorhinus galeus","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Triakidae","Galeorhinus","Galeorhinus galeus"
"160189","Species","Galeocerdo cuvier","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Galeocerdo","Galeocerdo cuvier"
"160200","Species","Rhizoprionodon terraenovae","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Rhizoprionodon","Rhizoprionodon terraenovae"
"160226","Genus","Mustelus","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Triakidae","Mustelus",NA
"160230","Species","Mustelus canis","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Triakidae","Mustelus","Mustelus canis"
"160234","Species","Mustelus norrisi","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Triakidae","Mustelus","Mustelus norrisi"
"160235","Species","Mustelus californicus","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Triakidae","Mustelus","Mustelus californicus"
"160236","Species","Mustelus henlei","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Triakidae","Mustelus","Mustelus henlei"
"160239","Species","Mustelus lunulatus","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Triakidae","Mustelus","Mustelus lunulatus"
"160267","Genus","Carcharhinus","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus",NA
"160268","Species","Carcharhinus obscurus","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus obscurus"
"160275","Species","Carcharhinus leucas","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus leucas"
"160289","Species","Carcharhinus plumbeus","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus plumbeus"
"160304","Species","Carcharhinus acronotus","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus acronotus"
"160307","Species","Carcharhinus altimus","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus altimus"
"160310","Species","Carcharhinus falciformis","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus falciformis"
"160318","Species","Carcharhinus limbatus","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus limbatus"
"160330","Species","Carcharhinus longimanus","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus longimanus"
"160336","Species","Carcharhinus perezii","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus perezii"
"160340","Species","Carcharhinus porosus","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus porosus"
"160345","Species","Carcharhinus galapagensis","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus galapagensis"
"160365","Species","Carcharhinus melanopterus","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus melanopterus"
"160401","Species","Carcharhinus brevipinna","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus brevipinna"
"160409","Species","Carcharhinus isodon","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus isodon"
"160413","Species","Carcharhinus signatus","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus signatus"
"160424","Species","Prionace glauca","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Prionace","Prionace glauca"
"160433","Species","Negaprion brevirostris","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Negaprion","Negaprion brevirostris"
"160448","Species","Triakis semifasciata","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Triakidae","Triakis","Triakis semifasciata"
"160497","Family","Sphyrnidae","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Sphyrnidae",NA,NA
"160499","Genus","Sphyrna","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Sphyrnidae","Sphyrna",NA
"160502","Species","Sphyrna tiburo","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Sphyrnidae","Sphyrna","Sphyrna tiburo"
"160505","Species","Sphyrna zygaena","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Sphyrnidae","Sphyrna","Sphyrna zygaena"
"160508","Species","Sphyrna lewini","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Sphyrnidae","Sphyrna","Sphyrna lewini"
"160515","Species","Sphyrna mokarran","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Sphyrnidae","Sphyrna","Sphyrna mokarran"
"160519","Species","Sphyrna tudes","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Sphyrnidae","Sphyrna","Sphyrna tudes"
"160602","Order","Squaliformes","Animalia","Chordata","Chondrichthyes","Squaliformes",NA,NA,NA
"160604","Family","Squalidae","Animalia","Chordata","Chondrichthyes","Squaliformes","Squalidae",NA,NA
"160610","Species","Somniosus pacificus","Animalia","Chordata","Chondrichthyes","Squaliformes","Somniosidae","Somniosus","Somniosus pacificus"
"160617","Species","Squalus acanthias","Animalia","Chordata","Chondrichthyes","Squaliformes","Squalidae","Squalus","Squalus acanthias"
"160703","Species","Centroscyllium fabricii","Animalia","Chordata","Chondrichthyes","Squaliformes","Etmopteridae","Centroscyllium","Centroscyllium fabricii"
"160783","Family","Squatinidae","Animalia","Chordata","Chondrichthyes","Squatiniformes","Squatinidae",NA,NA
"160785","Species","Squatina californica","Animalia","Chordata","Chondrichthyes","Squatiniformes","Squatinidae","Squatina","Squatina californica"
"160787","Species","Squatina dumeril","Animalia","Chordata","Chondrichthyes","Squatiniformes","Squatinidae","Squatina","Squatina dumeril"
"160806","Order","Rajiformes","Animalia","Chordata","Chondrichthyes","Rajiformes",NA,NA,NA
"160809","Species","Pristis pectinata","Animalia","Chordata","Chondrichthyes","Pristiformes","Pristidae","Pristis","Pristis pectinata"
"160813","Family","Rhinobatidae","Animalia","Chordata","Chondrichthyes","Rhinobatiformes","Rhinobatidae",NA,NA
"160815","Species","Rhinobatos lentiginosus","Animalia","Chordata","Chondrichthyes","Rhinobatiformes","Rhinobatidae","Rhinobatos","Rhinobatos lentiginosus"
"160818","Species","Rhinobatos productus","Animalia","Chordata","Chondrichthyes","Rhinobatiformes","Rhinobatidae","Rhinobatos","Rhinobatos productus"
"160824","Species","Platyrhinoidis triseriata","Animalia","Chordata","Chondrichthyes","Rhinobatiformes","Platyrhinidae","Platyrhinoidis","Platyrhinoidis triseriata"
"160826","Species","Zapteryx exasperata","Animalia","Chordata","Chondrichthyes","Rhinobatiformes","Rhinobatidae","Zapteryx","Zapteryx exasperata"
"160833","Species","Torpedo californica","Animalia","Chordata","Chondrichthyes","Torpediniformes","Torpedinidae","Torpedo","Torpedo californica"
"160834","Species","Torpedo nobiliana","Animalia","Chordata","Chondrichthyes","Torpediniformes","Torpedinidae","Torpedo","Torpedo nobiliana"
"160844","Species","Narcine brasiliensis","Animalia","Chordata","Chondrichthyes","Torpediniformes","Narcinidae","Narcine","Narcine brasiliensis"
"160845","Family","Rajidae","Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae",NA,NA
"160846","Genus","Raja","Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Raja",NA
"160848","Species","Raja binoculata","Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Raja","Raja binoculata"
"160849","Species","Raja inornata","Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Raja","Raja inornata"
"160851","Species","Raja rhina","Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Raja","Raja rhina"
"160854","Species","Raja stellulata","Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Raja","Raja stellulata"
"160855","Species","Raja eglanteria","Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Raja","Raja eglanteria"
"160875","Species","Raja texana","Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Raja","Raja texana"
"160932","Species","Bathyraja spinicauda","Animalia","Chordata","Chondrichthyes","Rajiformes","Arhynchobatidae","Bathyraja","Bathyraja spinicauda"
"160935","Species","Bathyraja aleutica","Animalia","Chordata","Chondrichthyes","Rajiformes","Arhynchobatidae","Bathyraja","Bathyraja aleutica"
"160937","Species","Bathyraja interrupta","Animalia","Chordata","Chondrichthyes","Rajiformes","Arhynchobatidae","Bathyraja","Bathyraja interrupta"
"160942","Species","Bathyraja trachura","Animalia","Chordata","Chondrichthyes","Rajiformes","Arhynchobatidae","Bathyraja","Bathyraja trachura"
"160946","Family","Dasyatidae","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Dasyatidae",NA,NA
"160947","Genus","Dasyatis","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Dasyatidae","Dasyatis",NA
"160949","Species","Dasyatis dipterura","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Dasyatidae","Dasyatis","Dasyatis dipterura"
"160951","Species","Dasyatis americana","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Dasyatidae","Dasyatis","Dasyatis americana"
"160952","Species","Dasyatis centroura","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Dasyatidae","Dasyatis","Dasyatis centroura"
"160953","Species","Dasyatis sabina","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Dasyatidae","Dasyatis","Dasyatis sabina"
"160954","Species","Dasyatis say","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Dasyatidae","Dasyatis","Dasyatis say"
"160960","Genus","Gymnura","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Gymnuridae","Gymnura",NA
"160961","Species","Gymnura altavela","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Gymnuridae","Gymnura","Gymnura altavela"
"160962","Species","Gymnura micrura","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Gymnuridae","Gymnura","Gymnura micrura"
"160963","Species","Gymnura marmorata","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Gymnuridae","Gymnura","Gymnura marmorata"
"160976","Family","Myliobatidae","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Myliobatidae",NA,NA
"160978","Species","Aetobatus narinari","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Myliobatidae","Aetobatus","Aetobatus narinari"
"160981","Species","Myliobatis californica","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Myliobatidae","Myliobatis","Myliobatis californica"
"160982","Species","Myliobatis goodei","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Myliobatidae","Myliobatis","Myliobatis goodei"
"160985","Species","Rhinoptera bonasus","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Rhinopteridae","Rhinoptera","Rhinoptera bonasus"
"160990","Family","Mobulidae","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Mobulidae",NA,NA
"160992","Species","Manta birostris","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Mobulidae","Manta","Manta birostris"
"160997","Species","Mobula hypostoma","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Mobulidae","Mobula","Mobula hypostoma"
"161015","Species","Hydrolagus colliei","Animalia","Chordata","Chondrichthyes","Chimaeriformes","Chimaeridae","Hydrolagus","Hydrolagus colliei"
"161064","Family","Acipenseridae","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae",NA,NA
"161065","Genus","Acipenser","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser",NA
"161067","Species","Acipenser medirostris","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","Acipenser medirostris"
"161068","Species","Acipenser transmontanus","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","Acipenser transmontanus"
"161069","Species","Acipenser brevirostrum","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","Acipenser brevirostrum"
"161088","Species","Polyodon spathula","Animalia","Chordata","Chondrostei","Acipenseriformes","Polyodontidae","Polyodon","Polyodon spathula"
"161092","Family","Lepisosteidae","Animalia","Chordata","Holostei","Lepisosteiformes","Lepisosteidae",NA,NA
"161093","Genus","Lepisosteus","Animalia","Chordata","Holostei","Lepisosteiformes","Lepisosteidae","Lepisosteus",NA
"161094","Species","Lepisosteus osseus","Animalia","Chordata","Holostei","Lepisosteiformes","Lepisosteidae","Lepisosteus","Lepisosteus osseus"
"161095","Species","Lepisosteus oculatus","Animalia","Chordata","Holostei","Lepisosteiformes","Lepisosteidae","Lepisosteus","Lepisosteus oculatus"
"161096","Species","Lepisosteus platostomus","Animalia","Chordata","Holostei","Lepisosteiformes","Lepisosteidae","Lepisosteus","Lepisosteus platostomus"
"161098","Species","Lepisosteus platyrhincus","Animalia","Chordata","Holostei","Lepisosteiformes","Lepisosteidae","Lepisosteus","Lepisosteus platyrhincus"
"161104","Species","Amia calva","Animalia","Chordata","Holostei","Amiiformes","Amiidae","Amia","Amia calva"
"161109","Family","Elopidae","Animalia","Chordata","Teleostei","Elopiformes","Elopidae",NA,NA
"161111","Species","Elops saurus","Animalia","Chordata","Teleostei","Elopiformes","Elopidae","Elops","Elops saurus"
"161116","Species","Megalops atlanticus","Animalia","Chordata","Teleostei","Elopiformes","Megalopidae","Megalops","Megalops atlanticus"
"161121","Species","Albula vulpes","Animalia","Chordata","Teleostei","Albuliformes","Albulidae","Albula","Albula vulpes"
"161123","Order","Anguilliformes","Animalia","Chordata","Teleostei","Anguilliformes",NA,NA,NA
"161127","Species","Anguilla rostrata","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","Anguilla rostrata"
"161152","Species","Kaupichthys hyoproroides","Animalia","Chordata","Teleostei","Anguilliformes","Chlopsidae","Kaupichthys","Kaupichthys hyoproroides"
"161160","Family","Muraenidae","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae",NA,NA
"161169","Species","Anarchias similis","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Anarchias","Anarchias similis"
"161171","Species","Echidna catenata","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Echidna","Echidna catenata"
"161173","Species","Gymnomuraena zebra","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Gymnomuraena","Gymnomuraena zebra"
"161186","Species","Gymnothorax funebris","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax funebris"
"161188","Species","Gymnothorax moringa","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax moringa"
"161189","Species","Gymnothorax nigromarginatus","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax nigromarginatus"
"161192","Species","Gymnothorax saxicola","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax saxicola"
"161194","Species","Gymnothorax mordax","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax mordax"
"161195","Species","Gymnothorax flavimarginatus","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax flavimarginatus"
"161197","Species","Gymnothorax eurostus","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax eurostus"
"161210","Species","Gymnothorax meleagris","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax meleagris"
"161237","Species","Gymnothorax miliaris","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax miliaris"
"161240","Species","Muraena retifera","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Muraena","Muraena retifera"
"161260","Species","Uropterygius macrocephalus","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Uropterygius","Uropterygius macrocephalus"
"161324","Family","Congridae","Animalia","Chordata","Teleostei","Anguilliformes","Congridae",NA,NA
"161326","Species","Conger oceanicus","Animalia","Chordata","Teleostei","Anguilliformes","Congridae","Conger","Conger oceanicus"
"161328","Species","Conger cinereus","Animalia","Chordata","Teleostei","Anguilliformes","Congridae","Conger","Conger cinereus"
"161419","Family","Ophichthidae","Animalia","Chordata","Teleostei","Anguilliformes","Ophichthidae",NA,NA
"161423","Species","Bascanichthys scuticaris","Animalia","Chordata","Teleostei","Anguilliformes","Ophichthidae","Bascanichthys","Bascanichthys scuticaris"
"161449","Species","Myrichthys breviceps","Animalia","Chordata","Teleostei","Anguilliformes","Ophichthidae","Myrichthys","Myrichthys breviceps"
"161450","Species","Myrichthys ocellatus","Animalia","Chordata","Teleostei","Anguilliformes","Ophichthidae","Myrichthys","Myrichthys ocellatus"
"161453","Species","Myrophis punctatus","Animalia","Chordata","Teleostei","Anguilliformes","Ophichthidae","Myrophis","Myrophis punctatus"
"161481","Species","Ophichthus puncticeps","Animalia","Chordata","Teleostei","Anguilliformes","Ophichthidae","Ophichthus","Ophichthus puncticeps"
"161534","Species","Apterichtus ansp","Animalia","Chordata","Teleostei","Anguilliformes","Ophichthidae","Apterichtus","Apterichtus ansp"
"161690","Species","Notacanthus chemnitzii","Animalia","Chordata","Teleostei","Albuliformes","Notacanthidae","Notacanthus","Notacanthus chemnitzii"
"161700","Family","Clupeidae","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae",NA,NA
"161701","Genus","Alosa","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Alosa",NA
"161702","Species","Alosa sapidissima","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Alosa","Alosa sapidissima"
"161703","Species","Alosa aestivalis","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Alosa","Alosa aestivalis"
"161704","Species","Alosa mediocris","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Alosa","Alosa mediocris"
"161705","Species","Alosa alabamae","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Alosa","Alosa alabamae"
