"tsn","level","sci_name","kingdom","phylum","class","order","family","genus","species"
"19081","Genus","Ficus","Plantae",NA,"Magnoliopsida","Rosales","Moraceae","Ficus",NA
"196434","Species","Spongia barbara","Animalia","Porifera","Demospongiae","Dictyoceratida","Spongiidae","Spongia","Spongia barbara"
"196435","Species","Spongia cheiris","Animalia","Porifera","Demospongiae","Dictyoceratida","Spongiidae","Spongia","Spongia cheiris"
"196436","Species","Spongia graminea","Animalia","Porifera","Demospongiae","Dictyoceratida","Spongiidae","Spongia","Spongia graminea"
"196437","Species","Spongia sterea","Animalia","Porifera","Demospongiae","Dictyoceratida","Spongiidae","Spongia","Spongia sterea"
"199948","Species","Panulirus marginatus","Animalia","Arthropoda","Malacostraca","Decapoda","Palinuridae","Panulirus","Panulirus marginatus"
"201897","Species","Atractosteus spatula","Animalia","Chordata","Holostei","Lepisosteiformes","Lepisosteidae","Atractosteus","Atractosteus spatula"
"202422","Kingdom","Plantae","Plantae",NA,NA,NA,NA,NA,NA
"202423","Kingdom","Animalia","Animalia",NA,NA,NA,NA,NA,NA
"203428","Family","Monacanthidae","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae",NA,NA
"206947","Superfamily","Paguroidea","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA
"206956","Superfamily","Majoidea","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA
"207303","Species","Pseudacris crucifer","Animalia","Chordata","Amphibia","Anura","Hylidae","Pseudacris","Pseudacris crucifer"
"208070","Family","Pelodytidae","Animalia","Chordata","Amphibia","Anura","Pelodytidae",NA,NA
"208674","Genus","Apalone","Animalia","Chordata","Reptilia","Testudines","Trionychidae","Apalone",NA
"44030","Order","Foraminiferida","Protozoa","Protozoa","Granuloreticulosea","Foraminiferida",NA,NA,NA
"46861","Phylum","Porifera","Animalia","Porifera",NA,NA,NA,NA,NA
"47528","Class","Demospongiae","Animalia","Porifera","Demospongiae",NA,NA,NA,NA
"47614","Genus","Hippospongia","Animalia","Porifera","Demospongiae","Dictyoceratida","Spongiidae","Hippospongia",NA
"47618","Species","Hippospongia lachne","Animalia","Porifera","Demospongiae","Dictyoceratida","Spongiidae","Hippospongia","Hippospongia lachne"
"47782","Species","Haliclona compressa","Animalia","Porifera","Demospongiae","Haplosclerida","Chalinidae","Haliclona","Haliclona compressa"
"48739","Class","Hydrozoa","Animalia","Cnidaria","Hydrozoa",NA,NA,NA,NA
"51483","Class","Scyphozoa","Animalia","Cnidaria","Scyphozoa",NA,NA,NA,NA
"51774","Species","Cassiopea xanthochana","Animalia","Cnidaria","Scyphozoa","Rhizostomeae","Cassiopeidae","Cassiopea","Cassiopea xanthochana"
"51925","Genus","Stomolophus","Animalia","Cnidaria","Scyphozoa","Rhizostomeae","Rhizostomatidae","Stomolophus",NA
"51926","Species","Stomolophus meleagris","Animalia","Cnidaria","Scyphozoa","Rhizostomeae","Rhizostomatidae","Stomolophus","Stomolophus meleagris"
"51938","Class","Anthozoa","Animalia","Cnidaria","Anthozoa",NA,NA,NA,NA
"52150","Species","Swiftia exserta","Animalia","Cnidaria","Anthozoa","Alcyonacea","Plexauridae","Swiftia","Swiftia exserta"
"52266","Species","Pterogorgia guadalupensis","Animalia","Cnidaria","Anthozoa","Alcyonacea","Gorgoniidae","Pterogorgia","Pterogorgia guadalupensis"
"52348","Order","Pennatulacea","Animalia","Cnidaria","Anthozoa","Pennatulacea",NA,NA,NA
"52433","Genus","Palythoa","Animalia","Cnidaria","Anthozoa","Zoantharia","Zoanthidae","Palythoa",NA
"52440","Species","Zoanthus sociatus","Animalia","Cnidaria","Anthozoa","Zoantharia","Zoanthidae","Zoanthus","Zoanthus sociatus"
"52460","Order","Corallimorpharia","Animalia","Cnidaria","Anthozoa","Corallimorpharia",NA,NA,NA
"52461","Family","Corallimorphidae","Animalia","Cnidaria","Anthozoa","Corallimorpharia","Corallimorphidae",NA,NA
"52484","Species","Ricordea florida","Animalia","Cnidaria","Anthozoa","Corallimorpharia","Corallimorphidae","Ricordea","Ricordea florida"
"52541","Family","Actiniidae","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae",NA,NA
"52627","Species","Condylactis gigantea","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Condylactis","Condylactis gigantea"
"52774","Species","Bartholomea annulata","Animalia","Cnidaria","Anthozoa","Actiniaria","Aiptasiidae","Bartholomea","Bartholomea annulata"
"52794","Species","Phymanthus crucifer","Animalia","Cnidaria","Anthozoa","Actiniaria","Phymanthidae","Phymanthus","Phymanthus crucifer"
"52830","Species","Stichodactyla helianthus","Animalia","Cnidaria","Anthozoa","Actiniaria","Stichodactylidae","Stichodactyla","Stichodactyla helianthus"
"550561","Species","Anarhichas denticulatus","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas","Anarhichas denticulatus"
"550562","Species","Micropterus dolomieu","Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Micropterus","Micropterus dolomieu"
"550889","Subfamily","Lethrininae","Animalia","Chordata","Teleostei","Perciformes","Lethrinidae",NA,NA
"551136","Species","Benthodesmus pacificus","Animalia","Chordata","Teleostei","Perciformes","Trichiuridae","Benthodesmus","Benthodesmus pacificus"
"551209","Species","Clupea pallasii","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea","Clupea pallasii"
"551384","Species","Encrasicholina purpurea","Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Encrasicholina","Encrasicholina purpurea"
"551570","Species","Farfantepenaeus aztecus","Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Farfantepenaeus","Farfantepenaeus aztecus"
"551574","Species","Farfantepenaeus duorarum","Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Farfantepenaeus","Farfantepenaeus duorarum"
"551680","Species","Litopenaeus setiferus","Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Litopenaeus","Litopenaeus setiferus"
"551771","Species","Alligator mississippiensis","Animalia","Chordata","Reptilia","Crocodilia","Alligatoridae","Alligator","Alligator mississippiensis"
"553139","Order","Ophidiiformes","Animalia","Chordata","Teleostei","Ophidiiformes",NA,NA,NA
"553172","Family","Hemiramphidae","Animalia","Chordata","Teleostei","Beloniformes","Hemiramphidae",NA,NA
"553173","Family","Engraulidae","Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae",NA,NA
"553178","Family","Ephippidae","Animalia","Chordata","Teleostei","Perciformes","Ephippidae",NA,NA
"553237","Family","Pomacanthidae","Animalia","Chordata","Teleostei","Perciformes","Pomacanthidae",NA,NA
"553269","Species","Acipenser oxyrinchus","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","Acipenser oxyrinchus"
"553273","Species","Catostomus commersonii","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus","Catostomus commersonii"
"553311","Species","Sarotherodon melanotheron","Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Sarotherodon","Sarotherodon melanotheron"
"553364","Species","Anisotremus davidsonii","Animalia","Chordata","Teleostei","Perciformes","Haemulidae","Anisotremus","Anisotremus davidsonii"
"553410","Species","Albula glossodonta","Animalia","Chordata","Teleostei","Albuliformes","Albulidae","Albula","Albula glossodonta"
"563904","Species","Nerodia rhombifer","Animalia","Chordata","Reptilia","Squamata","Colubridae","Nerodia","Nerodia rhombifer"
"564037","Genus","Leucoraja","Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Leucoraja",NA
"564115","Species","Fenestraja atripinna","Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Fenestraja","Fenestraja atripinna"
"564130","Species","Leucoraja erinacea","Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Leucoraja","Leucoraja erinacea"
"564136","Species","Leucoraja garmani","Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Leucoraja","Leucoraja garmani"
"564139","Species","Dipturus laevis","Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Dipturus","Dipturus laevis"
"564140","Species","Leucoraja lentiginosa","Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Leucoraja","Leucoraja lentiginosa"
"564145","Species","Leucoraja ocellata","Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Leucoraja","Leucoraja ocellata"
"564149","Species","Amblyraja radiata","Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Amblyraja","Amblyraja radiata"
"564151","Species","Malacoraja senta","Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Malacoraja","Malacoraja senta"
"564391","Species","Myliobatis freminvillii","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Myliobatidae","Myliobatis","Myliobatis freminvillii"
"564424","Species","Urobatis halleri","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Urolophidae","Urobatis","Urobatis halleri"
"566913","Family","Ranellidae","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Ranellidae",NA,NA
"566920","Family","Turbinidae","Animalia","Mollusca","Gastropoda","Archaeogastropoda","Turbinidae",NA,NA
"567088","Genus","Perna","Animalia","Mollusca","Bivalvia","Mytiloida","Mytilidae","Perna",NA
"567533","Species","Elysia crispata","Animalia","Mollusca","Gastropoda","Sacoglossa","Elysiidae","Elysia","Elysia crispata"
"568041","Species","Ostrea conchaphila","Animalia","Mollusca","Bivalvia","Ostreoida","Ostreidae","Ostrea","Ostrea conchaphila"
"568268","Species","Saxidomus gigantea","Animalia","Mollusca","Bivalvia","Veneroida","Veneridae","Saxidomus","Saxidomus gigantea"
"568327","Species","Stramonita haemastoma","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Stramonita","Stramonita haemastoma"
"568342","Species","Talparia cinerea","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Cypraeidae","Talparia","Talparia cinerea"
"572698","Species","Sardinella janeiro","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Sardinella","Sardinella janeiro"
"613026","Species","Haemulon plumierii","Animalia","Chordata","Teleostei","Perciformes","Haemulidae","Haemulon","Haemulon plumierii"
"613036","Genus","Xyrichtys","Animalia","Chordata","Teleostei","Perciformes","Labridae","Xyrichtys",NA
"613235","Species","Chlorurus sordidus","Animalia","Chordata","Teleostei","Perciformes","Scaridae","Chlorurus","Chlorurus sordidus"
"613242","Species","Chromis enchrysura","Animalia","Chordata","Teleostei","Perciformes","Pomacentridae","Chromis","Chromis enchrysura"
"613276","Species","Anampses cuvier","Animalia","Chordata","Teleostei","Perciformes","Labridae","Anampses","Anampses cuvier"
"613623","Species","Decodon melasma","Animalia","Chordata","Teleostei","Perciformes","Labridae","Decodon","Decodon melasma"
"614080","Species","Oxycheilinus unifasciatus","Animalia","Chordata","Teleostei","Perciformes","Labridae","Oxycheilinus","Oxycheilinus unifasciatus"
"614481","Species","Xyrichtys baldwini","Animalia","Chordata","Teleostei","Perciformes","Labridae","Xyrichtys","Xyrichtys baldwini"
"614513","Species","Xyrichtys novacula","Animalia","Chordata","Teleostei","Perciformes","Labridae","Xyrichtys","Xyrichtys novacula"
"614546","Species","Xyrichtys splendens","Animalia","Chordata","Teleostei","Perciformes","Labridae","Xyrichtys","Xyrichtys splendens"
"614552","Species","Xyrichtys umbrilatus","Animalia","Chordata","Teleostei","Perciformes","Labridae","Xyrichtys","Xyrichtys umbrilatus"
"614618","Species","Chlorurus perspicillatus","Animalia","Chordata","Teleostei","Perciformes","Scaridae","Chlorurus","Chlorurus perspicillatus"
"614740","Species","Scarus iseri","Animalia","Chordata","Teleostei","Perciformes","Scaridae","Scarus","Scarus iseri"
"615345","Species","Stegastes leucostictus","Animalia","Chordata","Teleostei","Perciformes","Pomacentridae","Stegastes","Stegastes leucostictus"
"615394","Species","Stegastes diencaeus","Animalia","Chordata","Teleostei","Perciformes","Pomacentridae","Stegastes","Stegastes diencaeus"
"615412","Species","Stegastes variabilis","Animalia","Chordata","Teleostei","Perciformes","Pomacentridae","Stegastes","Stegastes variabilis"
"615416","Species","Stegastes partitus","Animalia","Chordata","Teleostei","Perciformes","Pomacentridae","Stegastes","Stegastes partitus"
"615421","Species","Stegastes fuscus","Animalia","Chordata","Teleostei","Perciformes","Pomacentridae","Stegastes","Stegastes fuscus"
"615485","Species","Stegastes planifrons","Animalia","Chordata","Teleostei","Perciformes","Pomacentridae","Stegastes","Stegastes planifrons"
"615846","Species","Chilomycterus schoepfii","Animalia","Chordata","Teleostei","Tetraodontiformes","Diodontidae","Chilomycterus","Chilomycterus schoepfii"
"615855","Species","Gephyroberyx darwinii","Animalia","Chordata","Teleostei","Beryciformes","Trachichthyidae","Gephyroberyx","Gephyroberyx darwinii"
"616601","Species","Ancylopsetta ommata","Animalia","Chordata","Teleostei","Pleuronectiformes","Paralichthyidae","Ancylopsetta","Ancylopsetta ommata"
"616682","Species","Cheilopogon melanurus","Animalia","Chordata","Teleostei","Beloniformes","Exocoetidae","Cheilopogon","Cheilopogon melanurus"
"616685","Species","Cheilopogon pinnatibarbatus","Animalia","Chordata","Teleostei","Beloniformes","Exocoetidae","Cheilopogon","Cheilopogon pinnatibarbatus"
"620933","Species","Mulloidichthys pfluegeri","Animalia","Chordata","Teleostei","Perciformes","Mullidae","Mulloidichthys","Mulloidichthys pfluegeri"
"620991","Species","Chaceon fenneri","Animalia","Arthropoda","Malacostraca","Decapoda","Geryonidae","Chaceon","Chaceon fenneri"
"620992","Species","Chaceon quinquedens","Animalia","Arthropoda","Malacostraca","Decapoda","Geryonidae","Chaceon","Chaceon quinquedens"
"621026","Species","Pteroplatytrygon violacea","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Dasyatidae","Pteroplatytrygon","Pteroplatytrygon violacea"
"621035","Species","Urobatis jamaicensis","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Urolophidae","Urobatis","Urobatis jamaicensis"
"622109","Species","Sargocentron bullisi","Animalia","Chordata","Teleostei","Beryciformes","Holocentridae","Sargocentron","Sargocentron bullisi"
"622117","Species","Sargocentron xantherythrum","Animalia","Chordata","Teleostei","Beryciformes","Holocentridae","Sargocentron","Sargocentron xantherythrum"
"622125","Species","Sargocentron coruscum","Animalia","Chordata","Teleostei","Beryciformes","Holocentridae","Sargocentron","Sargocentron coruscum"
"622244","Species","Eptatretus stoutii","Animalia","Chordata","Myxini","Myxiniformes","Myxinidae","Eptatretus","Eptatretus stoutii"
"623384","Species","Coregonus artedi","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Coregonus","Coregonus artedi"
"630979","Species","Zoarces americanus","Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Zoarces","Zoarces americanus"
"631024","Species","Lycenchelys verrillii","Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Lycenchelys","Lycenchelys verrillii"
"635432","Species","Callechelys guineensis","Animalia","Chordata","Teleostei","Anguilliformes","Ophichthidae","Callechelys","Callechelys guineensis"
"635520","Species","Enchelycore pardalis","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Enchelycore","Enchelycore pardalis"
"635651","Species","Ophichthus gomesii","Animalia","Chordata","Teleostei","Anguilliformes","Ophichthidae","Ophichthus","Ophichthus gomesii"
"635843","Species","Gymnothorax rueppellii","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax rueppellii"
"635879","Species","Elops hawaiensis","Animalia","Chordata","Teleostei","Elopiformes","Elopidae","Elops","Elops hawaiensis"
"636776","Species","Elacatinus horsti","Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Elacatinus","Elacatinus horsti"
"636783","Species","Elacatinus macrodon","Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Elacatinus","Elacatinus macrodon"
"636786","Species","Elacatinus oceanops","Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Elacatinus","Elacatinus oceanops"
"636877","Species","Rhinogobiops nicholsii","Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Rhinogobiops","Rhinogobiops nicholsii"
"638337","Species","Emblemariopsis diaphanus","Animalia","Chordata","Teleostei","Perciformes","Chaenopsidae","Emblemariopsis","Emblemariopsis diaphanus"
"6409","Order","Ulotrichales","Plantae",NA,"Ulvophyceae","Ulotrichales",NA,NA,NA
"641950","Species","Scomberoides lysan","Animalia","Chordata","Teleostei","Perciformes","Carangidae","Scomberoides","Scomberoides lysan"
"643071","Species","Aphareus furca","Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Aphareus","Aphareus furca"
"643155","Species","Pronotogrammus martinicensis","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Pronotogrammus","Pronotogrammus martinicensis"
"64358","Class","Polychaeta","Animalia","Annelida","Polychaeta",NA,NA,NA,NA
"64365","Species","Aphrodita hastata","Animalia","Annelida","Polychaeta","Phyllodocida","Aphroditidae","Aphrodita","Aphrodita hastata"
"643659","Species","Bothragonus swanii","Animalia","Chordata","Teleostei","Scorpaeniformes","Agonidae","Bothragonus","Bothragonus swanii"
"643765","Species","Archistes biseriatus","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Archistes","Archistes biseriatus"
"644358","Species","Podothecus accipenserinus","Animalia","Chordata","Teleostei","Scorpaeniformes","Agonidae","Podothecus","Podothecus accipenserinus"
"644470","Species","Rhamphocottus richardsonii","Animalia","Chordata","Teleostei","Scorpaeniformes","Rhamphocottidae","Rhamphocottus","Rhamphocottus richardsonii"
"644576","Species","Sebastes dallii","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes dallii"
"644844","Subfamily","Syngnathinae","Animalia","Chordata","Teleostei","Gasterosteiformes","Syngnathidae",NA,NA
"644918","Species","Fistularia commersonii","Animalia","Chordata","Teleostei","Gasterosteiformes","Fistulariidae","Fistularia","Fistularia commersonii"
"645433","Species","Eugerres plumieri","Animalia","Chordata","Teleostei","Perciformes","Gerreidae","Eugerres","Eugerres plumieri"
"645460","Species","Eucinostomus jonesii","Animalia","Chordata","Teleostei","Perciformes","Gerreidae","Eucinostomus","Eucinostomus jonesii"
"645471","Species","Kyphosus sectator","Animalia","Chordata","Teleostei","Perciformes","Kyphosidae","Kyphosus","Kyphosus sectator"
"645611","Species","Caulolatilus affinis","Animalia","Chordata","Teleostei","Perciformes","Malacanthidae","Caulolatilus","Caulolatilus affinis"
"646153","Species","Cantherhines dumerilii","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Cantherhines","Cantherhines dumerilii"
"646456","Species","Aluterus schoepfii","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Aluterus","Aluterus schoepfii"
"646513","Species","Pareques acuminatus","Animalia","Chordata","Teleostei","Perciformes","Sciaenidae","Pareques","Pareques acuminatus"
"646515","Species","Roncador stearnsii","Animalia","Chordata","Teleostei","Perciformes","Sciaenidae","Roncador","Roncador stearnsii"
"646516","Species","Corvula batabana","Animalia","Chordata","Teleostei","Perciformes","Sciaenidae","Corvula","Corvula batabana"
"646588","Species","Corvula sanctaeluciae","Animalia","Chordata","Teleostei","Perciformes","Sciaenidae","Corvula","Corvula sanctaeluciae"
"646776","Species","Prognathodes aya","Animalia","Chordata","Teleostei","Perciformes","Chaetodontidae","Prognathodes","Prognathodes aya"
"646778","Species","Prognathodes guyanensis","Animalia","Chordata","Teleostei","Perciformes","Chaetodontidae","Prognathodes","Prognathodes guyanensis"
"649465","Species","Cichlasoma urophthalma","Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Cichlasoma","Cichlasoma urophthalma"
"650171","Species","Sander canadensis","Animalia","Chordata","Teleostei","Perciformes","Percidae","Sander","Sander canadensis"
"650173","Species","Sander vitreus","Animalia","Chordata","Teleostei","Perciformes","Percidae","Sander","Sander vitreus"
"650251","Species","Sphyraena barracuda","Animalia","Chordata","Teleostei","Perciformes","Sphyraenidae","Sphyraena","Sphyraena barracuda"
"65164","Family","Amphinomidae","Animalia","Annelida","Polychaeta","Amphinomida","Amphinomidae",NA,NA
"65902","Genus","Nereis","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Nereis",NA
"660055","Phylum","Phaeophyta","Chromista",NA,NA,NA,NA,NA,NA
"660512","Species","Stenocionops furcatus","Animalia","Arthropoda","Malacostraca","Decapoda","Mithracidae","Stenocionops","Stenocionops furcatus"
"66107","Species","Glycera dibranchiata","Animalia","Annelida","Polychaeta","Phyllodocida","Glyceridae","Glycera","Glycera dibranchiata"
"668671","Species","Macrochelys temminckii","Animalia","Chordata","Reptilia","Testudines","Chelydridae","Macrochelys","Macrochelys temminckii"
"668678","Subspecies","Graptemys pseudogeographica kohnii","Animalia","Chordata","Reptilia","Testudines","Emydidae","Graptemys","Graptemys pseudogeographica"
"680665","Species","Ariopsis felis","Animalia","Chordata","Teleostei","Siluriformes","Ariidae","Ariopsis","Ariopsis felis"
"68076","Family","Sabellidae","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae",NA,NA
"68232","Family","Serpulidae","Animalia","Annelida","Polychaeta","Sabellida","Serpulidae",NA,NA
"68304","Species","Spirobranchus giganteus","Animalia","Annelida","Polychaeta","Sabellida","Serpulidae","Spirobranchus","Spirobranchus giganteus"
"684690","Genus","Farfantepenaeus","Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Farfantepenaeus",NA
"690647","Species","Ophidion holbrookii","Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Ophidion","Ophidion holbrookii"
"692068","Species","Scorpaenichthys marmoratus","Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Scorpaenichthys","Scorpaenichthys marmoratus"
"6922","Genus","Halimeda","Plantae",NA,"Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda",NA
"69458","Phylum","Mollusca","Animalia","Mollusca",NA,NA,NA,NA,NA
"69459","Class","Gastropoda","Animalia","Mollusca","Gastropoda",NA,NA,NA,NA
"6949","Genus","Penicillus","Plantae",NA,"Ulvophyceae","Bryopsidales","Udoteaceae","Penicillus",NA
"69492","Family","Haliotidae","Animalia","Mollusca","Gastropoda","Archaeogastropoda","Haliotidae",NA,NA
"69497","Species","Haliotis rufescens","Animalia","Mollusca","Gastropoda","Archaeogastropoda","Haliotidae","Haliotis","Haliotis rufescens"
"69498","Species","Haliotis cracherodii","Animalia","Mollusca","Gastropoda","Archaeogastropoda","Haliotidae","Haliotis","Haliotis cracherodii"
"69499","Species","Haliotis corrugata","Animalia","Mollusca","Gastropoda","Archaeogastropoda","Haliotidae","Haliotis","Haliotis corrugata"
"69500","Species","Haliotis fulgens","Animalia","Mollusca","Gastropoda","Archaeogastropoda","Haliotidae","Haliotis","Haliotis fulgens"
"69502","Species","Haliotis sorenseni","Animalia","Mollusca","Gastropoda","Archaeogastropoda","Haliotidae","Haliotis","Haliotis sorenseni"
"69510","Family","Fissurellidae","Animalia","Mollusca","Gastropoda","Archaeogastropoda","Fissurellidae",NA,NA
"6962","Family","Caulerpaceae","Plantae",NA,"Ulvophyceae","Bryopsidales","Caulerpaceae",NA,NA
"69794","Family","Trochidae","Animalia","Mollusca","Gastropoda","Archaeogastropoda","Trochidae",NA,NA
"69948","Genus","Tegula","Animalia","Mollusca","Gastropoda","Archaeogastropoda","Trochidae","Tegula",NA
"70088","Species","Turbo castanea","Animalia","Mollusca","Gastropoda","Archaeogastropoda","Turbinidae","Turbo","Turbo castanea"
"70159","Family","Neritidae","Animalia","Mollusca","Gastropoda","Neritopsina","Neritidae",NA,NA
"70298","Order","Mesogastropoda","Animalia","Mollusca","Gastropoda","Mesogastropoda",NA,NA,NA
"70394","Family","Littorinidae","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Littorinidae",NA,NA
"719026","Genus","Discosoma","Animalia","Cnidaria","Anthozoa","Corallimorpharia","Actinodiscidae","Discosoma",NA
"71935","Genus","Cerithidea","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Potamididae","Cerithidea",NA
"72232","Family","Epitoniidae","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Epitoniidae",NA,NA
"72386","Family","Janthinidae","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Janthinidae",NA,NA
"72554","Family","Strombidae","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Strombidae",NA,NA
"72555","Genus","Strombus","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Strombidae","Strombus",NA
"72556","Species","Strombus alatus","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Strombidae","Strombus","Strombus alatus"
"72557","Species","Strombus costatus","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Strombidae","Strombus","Strombus costatus"
"72561","Species","Strombus raninus","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Strombidae","Strombus","Strombus raninus"
"72623","Species","Crepidula fornicata","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Calyptraeidae","Crepidula","Crepidula fornicata"
"72743","Species","Cypraea cervus","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Cypraeidae","Cypraea","Cypraea cervus"
"72767","Species","Cypraea zebra","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Cypraeidae","Cypraea","Cypraea zebra"
"72774","Species","Cyphoma gibbosum","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Ovulidae","Cyphoma","Cyphoma gibbosum"
"72878","Family","Naticidae","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Naticidae",NA,NA
"72918","Species","Polinices duplicatus","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Naticidae","Polinices","Polinices duplicatus"
"72961","Species","Neverita duplicata","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Naticidae","Neverita","Neverita duplicata"
"73001","Genus","Cassis","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Cassidae","Cassis",NA
"73048","Species","Cymatium femorale","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Ranellidae","Cymatium","Cymatium femorale"
"73236","Family","Muricidae","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae",NA,NA
"73795","Species","Buccinum undatum","Animalia","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Buccinum","Buccinum undatum"
"74069","Family","Melongenidae","Animalia","Mollusca","Gastropoda","Neogastropoda","Melongenidae",NA,NA
"74070","Genus","Busycon","Animalia","Mollusca","Gastropoda","Neogastropoda","Melongenidae","Busycon",NA
"74071","Species","Busycon carica","Animalia","Mollusca","Gastropoda","Neogastropoda","Melongenidae","Busycon","Busycon carica"
"74075","Species","Busycon sinistrum","Animalia","Mollusca","Gastropoda","Neogastropoda","Melongenidae","Busycon","Busycon sinistrum"
"74096","Species","Busycotypus canaliculatus","Animalia","Mollusca","Gastropoda","Neogastropoda","Melongenidae","Busycotypus","Busycotypus canaliculatus"
"74101","Species","Melongena corona","Animalia","Mollusca","Gastropoda","Neogastropoda","Melongenidae","Melongena","Melongena corona"
"74103","Genus","Nassarius","Animalia","Mollusca","Gastropoda","Neogastropoda","Nassariidae","Nassarius",NA
"74107","Species","Nassarius vibex","Animalia","Mollusca","Gastropoda","Neogastropoda","Nassariidae","Nassarius","Nassarius vibex"
"74111","Species","Nassarius obsoletus","Animalia","Mollusca","Gastropoda","Neogastropoda","Nassariidae","Nassarius","Nassarius obsoletus"
"74182","Species","Fasciolaria tulipa","Animalia","Mollusca","Gastropoda","Neogastropoda","Fasciolariidae","Fasciolaria","Fasciolaria tulipa"
"74187","Species","Pleuroploca gigantea","Animalia","Mollusca","Gastropoda","Neogastropoda","Fasciolariidae","Pleuroploca","Pleuroploca gigantea"
"74222","Family","Olividae","Animalia","Mollusca","Gastropoda","Neogastropoda","Olividae",NA,NA
"74378","Family","Marginellidae","Animalia","Mollusca","Gastropoda","Neogastropoda","Marginellidae",NA,NA
