"tsn","level","sci_name","class","family","genus","infrakingdom","infraorder","infraphylum","kingdom","order","phylum","species","subfamily","subkingdom","suborder","subphylum","superclass","division","variety","subclass","subdivision","superphylum","subgenus","superorder","tribe","superfamily","infraclass","superdivision","subspecies"
"614546","Species","Xyrichtys splendens","Teleostei","Labridae","Xyrichtys","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Xyrichtys splendens",NA,"Bilateria","Labroidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"614552","Species","Xyrichtys umbrilatus","Teleostei","Labridae","Xyrichtys","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Xyrichtys umbrilatus",NA,"Bilateria","Labroidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"614618","Species","Chlorurus perspicillatus","Teleostei","Scaridae","Chlorurus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Chlorurus perspicillatus","Scarinae","Bilateria","Labroidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"614740","Species","Scarus iseri","Teleostei","Scaridae","Scarus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Scarus iseri","Scarinae","Bilateria","Labroidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"615345","Species","Stegastes leucostictus","Teleostei","Pomacentridae","Stegastes","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Stegastes leucostictus",NA,"Bilateria","Labroidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"615394","Species","Stegastes diencaeus","Teleostei","Pomacentridae","Stegastes","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Stegastes diencaeus",NA,"Bilateria","Labroidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"615412","Species","Stegastes variabilis","Teleostei","Pomacentridae","Stegastes","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Stegastes variabilis",NA,"Bilateria","Labroidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"615416","Species","Stegastes partitus","Teleostei","Pomacentridae","Stegastes","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Stegastes partitus",NA,"Bilateria","Labroidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"615421","Species","Stegastes fuscus","Teleostei","Pomacentridae","Stegastes","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Stegastes fuscus",NA,"Bilateria","Labroidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"615485","Species","Stegastes planifrons","Teleostei","Pomacentridae","Stegastes","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Stegastes planifrons",NA,"Bilateria","Labroidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"615846","Species","Chilomycterus schoepfii","Teleostei","Diodontidae","Chilomycterus","Deuterostomia",NA,"Gnathostomata","Animalia","Tetraodontiformes","Chordata","Chilomycterus schoepfii",NA,"Bilateria","Tetraodontoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"615855","Species","Gephyroberyx darwinii","Teleostei","Trachichthyidae","Gephyroberyx","Deuterostomia",NA,"Gnathostomata","Animalia","Beryciformes","Chordata","Gephyroberyx darwinii",NA,"Bilateria","Trachichthyoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"616601","Species","Ancylopsetta ommata","Teleostei","Paralichthyidae","Ancylopsetta","Deuterostomia",NA,"Gnathostomata","Animalia","Pleuronectiformes","Chordata","Ancylopsetta ommata",NA,"Bilateria","Pleuronectoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"616682","Species","Cheilopogon melanurus","Teleostei","Exocoetidae","Cheilopogon","Deuterostomia",NA,"Gnathostomata","Animalia","Beloniformes","Chordata","Cheilopogon melanurus",NA,"Bilateria","Belonoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,"Exocoetoidea",NA,NA,NA
"616685","Species","Cheilopogon pinnatibarbatus","Teleostei","Exocoetidae","Cheilopogon","Deuterostomia",NA,"Gnathostomata","Animalia","Beloniformes","Chordata","Cheilopogon pinnatibarbatus",NA,"Bilateria","Belonoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,"Exocoetoidea",NA,NA,NA
"620933","Species","Mulloidichthys pfluegeri","Teleostei","Mullidae","Mulloidichthys","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Mulloidichthys pfluegeri",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"620991","Species","Chaceon fenneri","Malacostraca","Geryonidae","Chaceon","Protostomia","Brachyura",NA,"Animalia","Decapoda","Arthropoda","Chaceon fenneri",NA,"Bilateria","Pleocyemata","Crustacea",NA,NA,NA,"Eumalacostraca",NA,"Ecdysozoa",NA,"Eucarida",NA,"Portunoidea",NA,NA,NA
"620992","Species","Chaceon quinquedens","Malacostraca","Geryonidae","Chaceon","Protostomia","Brachyura",NA,"Animalia","Decapoda","Arthropoda","Chaceon quinquedens",NA,"Bilateria","Pleocyemata","Crustacea",NA,NA,NA,"Eumalacostraca",NA,"Ecdysozoa",NA,"Eucarida",NA,"Portunoidea",NA,NA,NA
"621026","Species","Pteroplatytrygon violacea","Chondrichthyes","Dasyatidae","Pteroplatytrygon","Deuterostomia",NA,"Gnathostomata","Animalia","Myliobatiformes","Chordata","Pteroplatytrygon violacea",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"621035","Species","Urobatis jamaicensis","Chondrichthyes","Urolophidae","Urobatis","Deuterostomia",NA,"Gnathostomata","Animalia","Myliobatiformes","Chordata","Urobatis jamaicensis",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"622109","Species","Sargocentron bullisi","Teleostei","Holocentridae","Sargocentron","Deuterostomia",NA,"Gnathostomata","Animalia","Beryciformes","Chordata","Sargocentron bullisi","Holocentrinae","Bilateria","Holocentroidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"622117","Species","Sargocentron xantherythrum","Teleostei","Holocentridae","Sargocentron","Deuterostomia",NA,"Gnathostomata","Animalia","Beryciformes","Chordata","Sargocentron xantherythrum","Holocentrinae","Bilateria","Holocentroidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"622125","Species","Sargocentron coruscum","Teleostei","Holocentridae","Sargocentron","Deuterostomia",NA,"Gnathostomata","Animalia","Beryciformes","Chordata","Sargocentron coruscum","Holocentrinae","Bilateria","Holocentroidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"622244","Species","Eptatretus stoutii","Myxini","Myxinidae","Eptatretus","Deuterostomia",NA,"Agnatha","Animalia","Myxiniformes","Chordata","Eptatretus stoutii","Eptatretinae","Bilateria",NA,"Vertebrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623384","Species","Coregonus artedi","Teleostei","Salmonidae","Coregonus","Deuterostomia",NA,"Gnathostomata","Animalia","Salmoniformes","Chordata","Coregonus artedi","Coregoninae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Protacanthopterygii",NA,NA,NA,NA,NA
"630979","Species","Zoarces americanus","Teleostei","Zoarcidae","Zoarces","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Zoarces americanus",NA,"Bilateria","Zoarcoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"631024","Species","Lycenchelys verrillii","Teleostei","Zoarcidae","Lycenchelys","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Lycenchelys verrillii",NA,"Bilateria","Zoarcoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"635432","Species","Callechelys guineensis","Teleostei","Ophichthidae","Callechelys","Deuterostomia",NA,"Gnathostomata","Animalia","Anguilliformes","Chordata","Callechelys guineensis","Ophichthinae","Bilateria","Congroidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Elopomorpha","Callechelyini",NA,NA,NA,NA
"635520","Species","Enchelycore pardalis","Teleostei","Muraenidae","Enchelycore","Deuterostomia",NA,"Gnathostomata","Animalia","Anguilliformes","Chordata","Enchelycore pardalis","Muraeninae","Bilateria","Muraenoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Elopomorpha",NA,NA,NA,NA,NA
"635651","Species","Ophichthus gomesii","Teleostei","Ophichthidae","Ophichthus","Deuterostomia",NA,"Gnathostomata","Animalia","Anguilliformes","Chordata","Ophichthus gomesii","Ophichthinae","Bilateria","Congroidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Elopomorpha","Ophichthini",NA,NA,NA,NA
"635843","Species","Gymnothorax rueppellii","Teleostei","Muraenidae","Gymnothorax","Deuterostomia",NA,"Gnathostomata","Animalia","Anguilliformes","Chordata","Gymnothorax rueppellii","Muraeninae","Bilateria","Muraenoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Elopomorpha",NA,NA,NA,NA,NA
"635879","Species","Elops hawaiensis","Teleostei","Elopidae","Elops","Deuterostomia",NA,"Gnathostomata","Animalia","Elopiformes","Chordata","Elops hawaiensis",NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Elopomorpha",NA,NA,NA,NA,NA
"636776","Species","Elacatinus horsti","Teleostei","Gobiidae","Elacatinus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Elacatinus horsti",NA,"Bilateria","Gobioidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"636783","Species","Elacatinus macrodon","Teleostei","Gobiidae","Elacatinus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Elacatinus macrodon",NA,"Bilateria","Gobioidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"636786","Species","Elacatinus oceanops","Teleostei","Gobiidae","Elacatinus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Elacatinus oceanops",NA,"Bilateria","Gobioidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"636877","Species","Rhinogobiops nicholsii","Teleostei","Gobiidae","Rhinogobiops","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Rhinogobiops nicholsii",NA,"Bilateria","Gobioidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"638337","Species","Emblemariopsis diaphanus","Teleostei","Chaenopsidae","Emblemariopsis","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Emblemariopsis diaphanus",NA,"Bilateria","Blennioidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"6409","Order","Ulotrichales","Ulvophyceae",NA,NA,"Chlorophyta",NA,NA,"Plantae","Ulotrichales",NA,NA,NA,"Viridiplantae",NA,NA,NA,"Chlorophyta",NA,NA,"Chlorophytina",NA,NA,NA,NA,NA,NA,NA,NA
"641950","Species","Scomberoides lysan","Teleostei","Carangidae","Scomberoides","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Scomberoides lysan",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"643071","Species","Aphareus furca","Teleostei","Lutjanidae","Aphareus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Aphareus furca","Etelinae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"643155","Species","Pronotogrammus martinicensis","Teleostei","Serranidae","Pronotogrammus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Pronotogrammus martinicensis","Anthiinae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"64358","Class","Polychaeta","Polychaeta",NA,NA,"Protostomia",NA,NA,"Animalia",NA,"Annelida",NA,NA,"Bilateria",NA,NA,NA,NA,NA,NA,NA,"Lophozoa",NA,NA,NA,NA,NA,NA,NA
"64365","Species","Aphrodita hastata","Polychaeta","Aphroditidae","Aphrodita","Protostomia",NA,NA,"Animalia","Phyllodocida","Annelida","Aphrodita hastata",NA,"Bilateria",NA,NA,NA,NA,NA,"Errantia",NA,"Lophozoa",NA,NA,NA,NA,NA,NA,NA
"643659","Species","Bothragonus swanii","Teleostei","Agonidae","Bothragonus","Deuterostomia",NA,"Gnathostomata","Animalia","Scorpaeniformes","Chordata","Bothragonus swanii",NA,"Bilateria","Cottoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,"Cottoidea",NA,NA,NA
"643765","Species","Archistes biseriatus","Teleostei","Cottidae","Archistes","Deuterostomia",NA,"Gnathostomata","Animalia","Scorpaeniformes","Chordata","Archistes biseriatus",NA,"Bilateria","Cottoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,"Cottoidea",NA,NA,NA
"644358","Species","Podothecus accipenserinus","Teleostei","Agonidae","Podothecus","Deuterostomia",NA,"Gnathostomata","Animalia","Scorpaeniformes","Chordata","Podothecus accipenserinus",NA,"Bilateria","Cottoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,"Cottoidea",NA,NA,NA
"644470","Species","Rhamphocottus richardsonii","Teleostei","Rhamphocottidae","Rhamphocottus","Deuterostomia",NA,"Gnathostomata","Animalia","Scorpaeniformes","Chordata","Rhamphocottus richardsonii",NA,"Bilateria","Cottoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,"Cottoidea",NA,NA,NA
"644576","Species","Sebastes dallii","Teleostei","Scorpaenidae","Sebastes","Deuterostomia",NA,"Gnathostomata","Animalia","Scorpaeniformes","Chordata","Sebastes dallii",NA,"Bilateria","Scorpaenoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"644844","Subfamily","Syngnathinae","Teleostei","Syngnathidae",NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Gasterosteiformes","Chordata",NA,"Syngnathinae","Bilateria","Syngnathoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"644918","Species","Fistularia commersonii","Teleostei","Fistulariidae","Fistularia","Deuterostomia",NA,"Gnathostomata","Animalia","Gasterosteiformes","Chordata","Fistularia commersonii",NA,"Bilateria","Syngnathoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"645433","Species","Eugerres plumieri","Teleostei","Gerreidae","Eugerres","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Eugerres plumieri",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"645460","Species","Eucinostomus jonesii","Teleostei","Gerreidae","Eucinostomus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Eucinostomus jonesii",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"645471","Species","Kyphosus sectator","Teleostei","Kyphosidae","Kyphosus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Kyphosus sectator","Kyphosinae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"645611","Species","Caulolatilus affinis","Teleostei","Malacanthidae","Caulolatilus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Caulolatilus affinis","Latilinae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"646153","Species","Cantherhines dumerilii","Teleostei","Monacanthidae","Cantherhines","Deuterostomia",NA,"Gnathostomata","Animalia","Tetraodontiformes","Chordata","Cantherhines dumerilii",NA,"Bilateria","Balistoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"646456","Species","Aluterus schoepfii","Teleostei","Monacanthidae","Aluterus","Deuterostomia",NA,"Gnathostomata","Animalia","Tetraodontiformes","Chordata","Aluterus schoepfii",NA,"Bilateria","Balistoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"646513","Species","Pareques acuminatus","Teleostei","Sciaenidae","Pareques","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Pareques acuminatus",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"646515","Species","Roncador stearnsii","Teleostei","Sciaenidae","Roncador","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Roncador stearnsii",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"646516","Species","Corvula batabana","Teleostei","Sciaenidae","Corvula","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Corvula batabana",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"646588","Species","Corvula sanctaeluciae","Teleostei","Sciaenidae","Corvula","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Corvula sanctaeluciae",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"646776","Species","Prognathodes aya","Teleostei","Chaetodontidae","Prognathodes","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Prognathodes aya",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"646778","Species","Prognathodes guyanensis","Teleostei","Chaetodontidae","Prognathodes","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Prognathodes guyanensis",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"649465","Species","Cichlasoma urophthalma","Teleostei","Cichlidae","Cichlasoma","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Cichlasoma urophthalma",NA,"Bilateria","Labroidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"650171","Species","Sander canadensis","Teleostei","Percidae","Sander","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Sander canadensis",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"650173","Species","Sander vitreus","Teleostei","Percidae","Sander","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Sander vitreus",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"650251","Species","Sphyraena barracuda","Teleostei","Sphyraenidae","Sphyraena","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Sphyraena barracuda",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"65164","Family","Amphinomidae","Polychaeta","Amphinomidae",NA,"Protostomia",NA,NA,"Animalia","Amphinomida","Annelida",NA,NA,"Bilateria",NA,NA,NA,NA,NA,"Errantia",NA,"Lophozoa",NA,NA,NA,NA,NA,NA,NA
"65902","Genus","Nereis","Polychaeta","Nereididae","Nereis","Protostomia",NA,NA,"Animalia","Phyllodocida","Annelida",NA,NA,"Bilateria",NA,NA,NA,NA,NA,"Errantia",NA,"Lophozoa",NA,NA,NA,NA,NA,NA,NA
"660055","Phylum","Phaeophyta",NA,NA,NA,NA,NA,NA,"Chromista",NA,NA,NA,NA,"Chromista",NA,NA,NA,"Phaeophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660512","Species","Stenocionops furcatus","Malacostraca","Mithracidae","Stenocionops","Protostomia","Brachyura",NA,"Animalia","Decapoda","Arthropoda","Stenocionops furcatus",NA,"Bilateria","Pleocyemata","Crustacea",NA,NA,NA,"Eumalacostraca",NA,"Ecdysozoa",NA,"Eucarida",NA,"Majoidea",NA,NA,NA
"66107","Species","Glycera dibranchiata","Polychaeta","Glyceridae","Glycera","Protostomia",NA,NA,"Animalia","Phyllodocida","Annelida","Glycera dibranchiata",NA,"Bilateria",NA,NA,NA,NA,NA,"Errantia",NA,"Lophozoa",NA,NA,NA,NA,NA,NA,NA
"668671","Species","Macrochelys temminckii","Reptilia","Chelydridae","Macrochelys","Deuterostomia",NA,"Gnathostomata","Animalia","Testudines","Chordata","Macrochelys temminckii",NA,"Bilateria","Cryptodira","Vertebrata","Tetrapoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668678","Subspecies","Graptemys pseudogeographica kohnii","Reptilia","Emydidae","Graptemys","Deuterostomia",NA,"Gnathostomata","Animalia","Testudines","Chordata","Graptemys pseudogeographica","Deirochelyinae","Bilateria","Cryptodira","Vertebrata","Tetrapoda",NA,NA,NA,NA,NA,NA,NA,NA,"Testudinoidea",NA,NA,"Graptemys pseudogeographica kohnii"
"680665","Species","Ariopsis felis","Teleostei","Ariidae","Ariopsis","Deuterostomia",NA,"Gnathostomata","Animalia","Siluriformes","Chordata","Ariopsis felis",NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,NA,NA,NA,NA
"68076","Family","Sabellidae","Polychaeta","Sabellidae",NA,"Protostomia",NA,NA,"Animalia","Sabellida","Annelida",NA,NA,"Bilateria",NA,NA,NA,NA,NA,"Sedentaria",NA,"Lophozoa",NA,NA,NA,NA,"Canalipalpata",NA,NA
"68232","Family","Serpulidae","Polychaeta","Serpulidae",NA,"Protostomia",NA,NA,"Animalia","Sabellida","Annelida",NA,NA,"Bilateria",NA,NA,NA,NA,NA,"Sedentaria",NA,"Lophozoa",NA,NA,NA,NA,"Canalipalpata",NA,NA
"68304","Species","Spirobranchus giganteus","Polychaeta","Serpulidae","Spirobranchus","Protostomia",NA,NA,"Animalia","Sabellida","Annelida","Spirobranchus giganteus",NA,"Bilateria",NA,NA,NA,NA,NA,"Sedentaria",NA,"Lophozoa",NA,NA,NA,NA,"Canalipalpata",NA,NA
"684690","Genus","Farfantepenaeus","Malacostraca","Penaeidae","Farfantepenaeus","Protostomia",NA,NA,"Animalia","Decapoda","Arthropoda",NA,NA,"Bilateria","Dendrobranchiata","Crustacea",NA,NA,NA,"Eumalacostraca",NA,"Ecdysozoa",NA,"Eucarida",NA,"Penaeoidea",NA,NA,NA
"690647","Species","Ophidion holbrookii","Teleostei","Ophidiidae","Ophidion","Deuterostomia",NA,"Gnathostomata","Animalia","Ophidiiformes","Chordata","Ophidion holbrookii","Ophidiinae","Bilateria","Ophidioidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"692068","Species","Scorpaenichthys marmoratus","Teleostei","Cottidae","Scorpaenichthys","Deuterostomia",NA,"Gnathostomata","Animalia","Scorpaeniformes","Chordata","Scorpaenichthys marmoratus",NA,"Bilateria","Cottoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,"Cottoidea",NA,NA,NA
"6922","Genus","Halimeda","Ulvophyceae","Halimedaceae","Halimeda","Chlorophyta",NA,NA,"Plantae","Bryopsidales",NA,NA,NA,"Viridiplantae",NA,NA,NA,"Chlorophyta",NA,NA,"Chlorophytina",NA,NA,NA,NA,NA,NA,NA,NA
"69458","Phylum","Mollusca",NA,NA,NA,"Protostomia",NA,NA,"Animalia",NA,"Mollusca",NA,NA,"Bilateria",NA,NA,NA,NA,NA,NA,NA,"Lophozoa",NA,NA,NA,NA,NA,NA,NA
"69459","Class","Gastropoda","Gastropoda",NA,NA,"Protostomia",NA,NA,"Animalia",NA,"Mollusca",NA,NA,"Bilateria",NA,NA,NA,NA,NA,NA,NA,"Lophozoa",NA,NA,NA,NA,NA,NA,NA
"6949","Genus","Penicillus","Ulvophyceae","Udoteaceae","Penicillus","Chlorophyta",NA,NA,"Plantae","Bryopsidales",NA,NA,NA,"Viridiplantae",NA,NA,NA,"Chlorophyta",NA,NA,"Chlorophytina",NA,NA,NA,NA,NA,NA,NA,NA
"69492","Family","Haliotidae","Gastropoda","Haliotidae",NA,"Protostomia",NA,NA,"Animalia","Archaeogastropoda","Mollusca",NA,NA,"Bilateria",NA,NA,NA,NA,NA,"Prosobranchia",NA,"Lophozoa",NA,NA,NA,"Pleurotomarioidea",NA,NA,NA
"69497","Species","Haliotis rufescens","Gastropoda","Haliotidae","Haliotis","Protostomia",NA,NA,"Animalia","Archaeogastropoda","Mollusca","Haliotis rufescens",NA,"Bilateria",NA,NA,NA,NA,NA,"Prosobranchia",NA,"Lophozoa",NA,NA,NA,"Pleurotomarioidea",NA,NA,NA
"69498","Species","Haliotis cracherodii","Gastropoda","Haliotidae","Haliotis","Protostomia",NA,NA,"Animalia","Archaeogastropoda","Mollusca","Haliotis cracherodii",NA,"Bilateria",NA,NA,NA,NA,NA,"Prosobranchia",NA,"Lophozoa",NA,NA,NA,"Pleurotomarioidea",NA,NA,NA
