"LANDING_YEAR","AGENCY_CODE","MANAGEMENT_GROUP_CODE","COMPLEX","PACFIN_SPECIES_COMMON_NAME","PACFIN_SPECIES_CODE","EXVESSEL_REVENUE","LANDED_WEIGHT_PPP","LANDED_WEIGHT_MTONS","CONFIDENTIAL_FLAG"
"2008","AT-SEA","SAMN","....","CHUM SALMON","CHUM",,,,"*"
"2008","AT-SEA","SAMN","....","UNSP. SALMON","USMN",,,,"*"
"2008","AT-SEA","SRMP","....","UNSP. OCEAN SHRIMP","USRM",0,0,0,""
"2008","AT-SEA","XXXX","","WITHHELD FOR CONFIDENTIALITY**","",0,,1.7,""
"2009","AT-SEA","CPEL","....","HUMBOLT SQUID","HSQD",0,0,72.3,""
"2009","AT-SEA","CPEL","....","PACIFIC HERRING","PHRG",,,,"*"
"2009","AT-SEA","CPEL","WETF","JACK MACKEREL","JMCK",,,,"*"
"2009","AT-SEA","GRND","FLAT","ARROWTOOTH FLOUNDER","ARTH",0,0,1,""
"2009","AT-SEA","GRND","FLAT","DOVER SOLE","DOVR",,,,"*"
"2009","AT-SEA","GRND","FLAT","REX SOLE","REX",,,,"*"
"2009","AT-SEA","GRND","FLAT","UNSP. FLATFISH","UFLT",,,,"*"
"2009","AT-SEA","GRND","MGRN","SPINY DOGFISH","DSRK",0,0,1.7,""
"2009","AT-SEA","GRND","ROCK","BOCACCIO","BCAC",0,0,.7,""
"2009","AT-SEA","GRND","ROCK","CANARY ROCKFISH","CNRY",0,0,2.2,""
"2009","AT-SEA","GRND","ROCK","DARKBLOTCHED ROCKFISH","DBRK",0,0,.1,""
"2009","AT-SEA","GRND","ROCK","PACIFIC OCEAN PERCH","POP",0,0,.4,""
"2009","AT-SEA","GRND","ROCK","REDSTRIPE ROCKFISH","REDS",,,,"*"
"2009","AT-SEA","GRND","ROCK","ROUGHEYE ROCKFISH","REYE",0,0,8,""
"2009","AT-SEA","GRND","ROCK","SILVERGRAY ROCKFISH","SLGR",,,,"*"
"2009","AT-SEA","GRND","ROCK","SPLITNOSE ROCKFISH","SNOS",,,,"*"
"2009","AT-SEA","GRND","ROCK","SHORTRAKER ROCKFISH","SRKR",0,0,.1,""
"2009","AT-SEA","GRND","ROCK","SHORTSPINE THORNYHEAD","SSPN",0,0,.1,""
"2009","AT-SEA","GRND","ROCK","WIDOW ROCKFISH","WDOW",0,0,10.4,""
"2009","AT-SEA","GRND","ROCK","YELLOWEYE ROCKFISH","YEYE",,,,"*"
"2009","AT-SEA","GRND","ROCK","YELLOWTAIL ROCKFISH","YTRK",0,0,119.1,""
"2009","AT-SEA","GRND","ROND","LINGCOD","LCOD",0,0,.4,""
"2009","AT-SEA","GRND","ROND","PACIFIC WHITING","PWHT",9944455,.06,72239.2,""
"2009","AT-SEA","GRND","ROND","SABLEFISH","SABL",0,0,.2,""
"2009","AT-SEA","GRND","ROND","UNSP. ROUNDFISH","URND",,,,"*"
"2009","AT-SEA","HMSP","....","BLUE SHARK","BSRK",,,,"*"
"2009","AT-SEA","OTHR","....","EULACHON","EULC",,,,"*"
"2009","AT-SEA","OTHR","....","MISC. FISH/ANIMALS","MISC",0,0,0,""
"2009","AT-SEA","OTHR","....","MISC. FISH","MSC2",0,0,1.1,""
"2009","AT-SEA","OTHR","....","UNSP. OCTOPUS","OCTP",,,,"*"
"2009","AT-SEA","OTHR","....","OTHER SHARK","OSRK",,,,"*"
"2009","AT-SEA","OTHR","....","PACIFIC POMFRET","POMF",0,0,.1,""
"2009","AT-SEA","OTHR","....","UNSP. SHAD","SHAD",0,0,.1,""
"2009","AT-SEA","OTHR","....","UNSP. SMELT","SMLT",,,,"*"
"2009","AT-SEA","OTHR","....","UNSP. SQUID","SQID",0,0,3.7,""
"2009","AT-SEA","SAMN","....","CHINOOK SALMON","CHNK",,,,"*"
"2009","AT-SEA","SAMN","....","CHUM SALMON","CHUM",,,,"*"
"2009","AT-SEA","SRMP","....","UNSP. OCEAN SHRIMP","USRM",0,0,0,""
"2009","AT-SEA","XXXX","","WITHHELD FOR CONFIDENTIALITY**","",0,,2,""
"2010","AT-SEA","CPEL","....","HUMBOLT SQUID","HSQD",0,0,9.7,""
"2010","AT-SEA","CPEL","....","PACIFIC HERRING","PHRG",0,0,.1,""
"2010","AT-SEA","CPEL","WETF","CHUB MACKEREL","CMCK",0,0,.1,""
"2010","AT-SEA","CPEL","WETF","JACK MACKEREL","JMCK",0,0,.5,""
"2010","AT-SEA","CPEL","WETF","NORTHERN ANCHOVY","NANC",,,,"*"
"2010","AT-SEA","CPEL","WETF","PACIFIC SARDINE","PSDN",0,0,0,""
"2010","AT-SEA","GRND","FLAT","ARROWTOOTH FLOUNDER","ARTH",0,0,7,""
"2010","AT-SEA","GRND","FLAT","DOVER SOLE","DOVR",0,0,.8,""
"2010","AT-SEA","GRND","FLAT","ENGLISH SOLE","EGLS",,,,"*"
"2010","AT-SEA","GRND","FLAT","REX SOLE","REX",0,0,2.5,""
"2010","AT-SEA","GRND","FLAT","SLENDER SOLE","SLNS",,,,"*"
"2010","AT-SEA","GRND","FLAT","UNSP. FLATFISH","UFLT",,,,"*"
"2010","AT-SEA","GRND","MGRN","SPINY DOGFISH","DSRK",0,0,6,""
"2010","AT-SEA","GRND","MGRN","UNSP. GRENADIERS","GRDR",,,,"*"
"2010","AT-SEA","GRND","MGRN","SPOTTED RATFISH","RATF",,,,"*"
"2010","AT-SEA","GRND","ROCK","AURORA ROCKFISH","ARRA",,,,"*"
"2010","AT-SEA","GRND","ROCK","BANK ROCKFISH","BANK",0,0,0,""
"2010","AT-SEA","GRND","ROCK","BOCACCIO","BCAC",0,0,1.1,""
"2010","AT-SEA","GRND","ROCK","BLACKGILL ROCKFISH","BLGL",,,,"*"
"2010","AT-SEA","GRND","ROCK","CANARY ROCKFISH","CNRY",0,0,.8,""
"2010","AT-SEA","GRND","ROCK","DARKBLOTCHED ROCKFISH","DBRK",0,0,4.8,""
"2010","AT-SEA","GRND","ROCK","GREENSTRIPED ROCKFISH","GSRK",,,,"*"
"2010","AT-SEA","GRND","ROCK","HARLEQUIN ROCKFISH","HLQN",,,,"*"
"2010","AT-SEA","GRND","ROCK","LONGSPINE THORNYHEAD","LSPN",,,,"*"
"2010","AT-SEA","GRND","ROCK","PACIFIC OCEAN PERCH","POP",0,0,15.3,""
"2010","AT-SEA","GRND","ROCK","REDBANDED ROCKFISH","RDBD",,,,"*"
"2010","AT-SEA","GRND","ROCK","REDSTRIPE ROCKFISH","REDS",0,0,.2,""
"2010","AT-SEA","GRND","ROCK","ROUGHEYE ROCKFISH","REYE",0,0,16.7,""
"2010","AT-SEA","GRND","ROCK","SHARPCHIN ROCKFISH","SHRP",,,,"*"
"2010","AT-SEA","GRND","ROCK","SILVERGRAY ROCKFISH","SLGR",0,0,.4,""
"2010","AT-SEA","GRND","ROCK","SPLITNOSE ROCKFISH","SNOS",0,0,18,""
"2010","AT-SEA","GRND","ROCK","SHORTRAKER ROCKFISH","SRKR",0,0,.1,""
"2010","AT-SEA","GRND","ROCK","SHORTSPINE THORNYHEAD","SSPN",0,0,1.6,""
"2010","AT-SEA","GRND","ROCK","VERMILION ROCKFISH","VRML",,,,"*"
"2010","AT-SEA","GRND","ROCK","WIDOW ROCKFISH","WDOW",0,0,25.7,""
"2010","AT-SEA","GRND","ROCK","YELLOWMOUTH ROCKFISH","YMTH",0,0,.1,""
"2010","AT-SEA","GRND","ROCK","YELLOWTAIL ROCKFISH","YTRK",0,0,111.3,""
"2010","AT-SEA","GRND","ROND","LINGCOD","LCOD",0,0,.5,""
"2010","AT-SEA","GRND","ROND","PACIFIC COD","PCOD",,,,"*"
"2010","AT-SEA","GRND","ROND","WALLEYE POLLOCK","PLCK",,,,"*"
"2010","AT-SEA","GRND","ROND","PACIFIC WHITING","PWHT",19626449,.08,106142.5,""
"2010","AT-SEA","GRND","ROND","SABLEFISH","SABL",0,0,3.8,""
"2010","AT-SEA","GRND","ROND","UNSP. ROUNDFISH","URND",,,,"*"
"2010","AT-SEA","OTHR","....","MISC. FISH/ANIMALS","MISC",0,0,.3,""
"2010","AT-SEA","OTHR","....","MOLA/OCEAN SUNFISH","MOLA",,,,"*"
"2010","AT-SEA","OTHR","....","MISC. FISH","MSC2",0,0,17.8,""
"2010","AT-SEA","OTHR","....","UNSP. OCTOPUS","OCTP",0,0,0,""
"2010","AT-SEA","OTHR","....","OTHER SKATES","OSKT",,,,"*"
"2010","AT-SEA","OTHR","....","OTHER SHARK","OSRK",0,0,.4,""
"2010","AT-SEA","OTHR","....","PACIFIC POMFRET","POMF",,,,"*"
"2010","AT-SEA","OTHR","....","UNSP. SHAD","SHAD",0,0,.1,""
"2010","AT-SEA","OTHR","....","SANDPAPER SKATE","SPSK",,,,"*"
"2010","AT-SEA","OTHR","....","UNSP. SQUID","SQID",0,0,34.4,""
"2010","AT-SEA","OTHR","ECHN","UNSP. ECHINODERM","UECH",,,,"*"
"2010","AT-SEA","SAMN","....","CHINOOK SALMON","CHNK",,,,"*"
"2010","AT-SEA","SRMP","....","UNSP. OCEAN SHRIMP","USRM",0,0,0,""
"2010","AT-SEA","XXXX","","WITHHELD FOR CONFIDENTIALITY**","",0,,.9,""
"2011","AT-SEA","CPEL","....","HUMBOLT SQUID","HSQD",,,,"*"
"2011","AT-SEA","CPEL","....","PACIFIC HERRING","PHRG",0,0,0,""
"2011","AT-SEA","CPEL","WETF","CHUB MACKEREL","CMCK",,,,"*"
"2011","AT-SEA","CPEL","WETF","JACK MACKEREL","JMCK",0,0,8.6,""
"2011","AT-SEA","CPEL","WETF","NORTHERN ANCHOVY","NANC",,,,"*"
"2011","AT-SEA","CPEL","WETF","PACIFIC SARDINE","PSDN",0,0,0,""
"2011","AT-SEA","GRND","FLAT","ARROWTOOTH FLOUNDER","ARTH",0,0,16.6,""
"2011","AT-SEA","GRND","FLAT","DOVER SOLE","DOVR",0,0,.9,""
"2011","AT-SEA","GRND","FLAT","ENGLISH SOLE","EGLS",0,0,0,""
"2011","AT-SEA","GRND","FLAT","FLATHEAD SOLE","FSOL",,,,"*"
"2011","AT-SEA","GRND","FLAT","PACIFIC SANDDAB","PDAB",,,,"*"
"2011","AT-SEA","GRND","FLAT","REX SOLE","REX",0,0,4.5,""
"2011","AT-SEA","GRND","FLAT","SLENDER SOLE","SLNS",0,0,0,""
"2011","AT-SEA","GRND","FLAT","UNSP. FLATFISH","UFLT",0,0,0,""
"2011","AT-SEA","GRND","MGRN","SPINY DOGFISH","DSRK",0,0,291,""
"2011","AT-SEA","GRND","MGRN","UNSP. GRENADIERS","GRDR",0,0,.1,""
"2011","AT-SEA","GRND","MGRN","LONGNOSE SKATE","LSKT",0,0,.3,""
"2011","AT-SEA","GRND","MGRN","UNSP. SKATE","USKT",,,,"*"
"2011","AT-SEA","GRND","ROCK","AURORA ROCKFISH","ARRA",0,0,.1,""
"2011","AT-SEA","GRND","ROCK","BANK ROCKFISH","BANK",,,,"*"
"2011","AT-SEA","GRND","ROCK","BOCACCIO","BCAC",0,0,.3,""
"2011","AT-SEA","GRND","ROCK","BLACKGILL ROCKFISH","BLGL",,,,"*"
"2011","AT-SEA","GRND","ROCK","CANARY ROCKFISH","CNRY",0,0,.8,""
"2011","AT-SEA","GRND","ROCK","DARKBLOTCHED ROCKFISH","DBRK",0,0,10.1,""
"2011","AT-SEA","GRND","ROCK","LONGSPINE THORNYHEAD","LSPN",0,0,.4,""
"2011","AT-SEA","GRND","ROCK","PACIFIC OCEAN PERCH","POP",0,0,5.7,""
"2011","AT-SEA","GRND","ROCK","REDSTRIPE ROCKFISH","REDS",0,0,0,""
"2011","AT-SEA","GRND","ROCK","ROUGHEYE ROCKFISH","REYE",0,0,54,""
"2011","AT-SEA","GRND","ROCK","SHARPCHIN ROCKFISH","SHRP",0,0,0,""
"2011","AT-SEA","GRND","ROCK","SILVERGRAY ROCKFISH","SLGR",0,0,0,""
"2011","AT-SEA","GRND","ROCK","SPLITNOSE ROCKFISH","SNOS",0,0,7.4,""
"2011","AT-SEA","GRND","ROCK","SHORTRAKER ROCKFISH","SRKR",0,0,.1,""
"2011","AT-SEA","GRND","ROCK","SHORTSPINE THORNYHEAD","SSPN",0,0,10.6,""
"2011","AT-SEA","GRND","ROCK","WIDOW ROCKFISH","WDOW",0,0,12.3,""
"2011","AT-SEA","GRND","ROCK","YELLOWMOUTH ROCKFISH","YMTH",0,0,.1,""
"2011","AT-SEA","GRND","ROCK","YELLOWTAIL ROCKFISH","YTRK",0,0,35.3,""
"2011","AT-SEA","GRND","ROND","LINGCOD","LCOD",0,0,.1,""
"2011","AT-SEA","GRND","ROND","PACIFIC COD","PCOD",,,,"*"
"2011","AT-SEA","GRND","ROND","WALLEYE POLLOCK","PLCK",,,,"*"
"2011","AT-SEA","GRND","ROND","PACIFIC WHITING","PWHT",33031310,.12,127357.7,""
"2011","AT-SEA","GRND","ROND","SABLEFISH","SABL",0,0,3.8,""
"2011","AT-SEA","GRND","ROND","UNSP. ROUNDFISH","URND",0,0,0,""
"2011","AT-SEA","OTHR","....","EULACHON","EULC",0,0,.1,""
"2011","AT-SEA","OTHR","....","MISC. FISH/ANIMALS","MISC",0,0,.2,""
"2011","AT-SEA","OTHR","....","MISC. FISH","MSC2",0,0,59.1,""
"2011","AT-SEA","OTHR","....","UNSP. OCTOPUS","OCTP",0,0,.1,""
"2011","AT-SEA","OTHR","....","OTHER SHARK","OSRK",0,0,31.4,""
"2011","AT-SEA","OTHR","....","PACIFIC POMFRET","POMF",0,0,.2,""
"2011","AT-SEA","OTHR","....","PROWFISH","PROW",0,0,0,""
"2011","AT-SEA","OTHR","....","UNSP. SHAD","SHAD",0,0,22.1,""
"2011","AT-SEA","OTHR","....","UNSP. SMELT","SMLT",,,,"*"
"2011","AT-SEA","OTHR","....","SANDPAPER SKATE","SPSK",,,,"*"
"2011","AT-SEA","OTHR","....","UNSP. SQUID","SQID",0,0,38.4,""
"2011","AT-SEA","OTHR","....","UNSP. SHARK","USRK",,,,"*"
"2011","AT-SEA","OTHR","ECHN","UNSP. ECHINODERM","UECH",0,0,0,""
"2011","AT-SEA","OTHR","ECHN","UNSP. SEA CUCUMBERS","USCU",,,,"*"
"2011","AT-SEA","SAMN","....","CHINOOK SALMON","CHNK",0,0,.4,""
"2011","AT-SEA","SAMN","....","CHUM SALMON","CHUM",0,0,.1,""
"2011","AT-SEA","SAMN","....","COHO SALMON","COHO",,,,"*"
"2011","AT-SEA","SAMN","....","PINK SALMON","PINK",,,,"*"
"2011","AT-SEA","SRMP","....","UNSP. OCEAN SHRIMP","USRM",0,0,0,""
"2011","AT-SEA","XXXX","","WITHHELD FOR CONFIDENTIALITY**","",0,,.1,""
"2012","AT-SEA","CPEL","....","HUMBOLT SQUID","HSQD",0,0,0,""
"2012","AT-SEA","CPEL","....","PACIFIC HERRING","PHRG",,,,"*"
"2012","AT-SEA","CPEL","WETF","CHUB MACKEREL","CMCK",0,0,.3,""
"2012","AT-SEA","CPEL","WETF","JACK MACKEREL","JMCK",0,0,4.3,""
"2012","AT-SEA","CPEL","WETF","PACIFIC SARDINE","PSDN",0,0,0,""
"2012","AT-SEA","GRND","FLAT","ARROWTOOTH FLOUNDER","ARTH",0,0,2.7,""
"2012","AT-SEA","GRND","FLAT","DOVER SOLE","DOVR",0,0,.2,""
"2012","AT-SEA","GRND","FLAT","ENGLISH SOLE","EGLS",0,0,0,""
"2012","AT-SEA","GRND","FLAT","REX SOLE","REX",0,0,2.1,""
"2012","AT-SEA","GRND","FLAT","SLENDER SOLE","SLNS",0,0,0,""
"2012","AT-SEA","GRND","FLAT","UNSP. FLATFISH","UFLT",,,,"*"
"2012","AT-SEA","GRND","MGRN","SPINY DOGFISH","DSRK",0,0,44.6,""
"2012","AT-SEA","GRND","MGRN","UNSP. GRENADIERS","GRDR",,,,"*"
"2012","AT-SEA","GRND","MGRN","SOUPFIN SHARK","SSRK",,,,"*"
"2012","AT-SEA","GRND","ROCK","AURORA ROCKFISH","ARRA",,,,"*"
"2012","AT-SEA","GRND","ROCK","BANK ROCKFISH","BANK",0,0,0,""
"2012","AT-SEA","GRND","ROCK","BOCACCIO","BCAC",0,0,.1,""
"2012","AT-SEA","GRND","ROCK","BLACKGILL ROCKFISH","BLGL",0,0,0,""
"2012","AT-SEA","GRND","ROCK","CHILIPEPPER ROCKFISH","CLPR",,,,"*"
"2012","AT-SEA","GRND","ROCK","CANARY ROCKFISH","CNRY",0,0,.1,""
"2012","AT-SEA","GRND","ROCK","DARKBLOTCHED ROCKFISH","DBRK",0,0,1.6,""
"2012","AT-SEA","GRND","ROCK","HARLEQUIN ROCKFISH","HLQN",,,,"*"
"2012","AT-SEA","GRND","ROCK","PACIFIC OCEAN PERCH","POP",0,0,2.4,""
"2012","AT-SEA","GRND","ROCK","REDBANDED ROCKFISH","RDBD",,,,"*"
"2012","AT-SEA","GRND","ROCK","REDSTRIPE ROCKFISH","REDS",0,0,0,""
"2012","AT-SEA","GRND","ROCK","ROUGHEYE ROCKFISH","REYE",0,0,29.9,""
"2012","AT-SEA","GRND","ROCK","ROSETHORN ROCKFISH","RSTN",,,,"*"
"2012","AT-SEA","GRND","ROCK","SHORTBELLY ROCKFISH","SBLY",0,0,.1,""
"2012","AT-SEA","GRND","ROCK","SHARPCHIN ROCKFISH","SHRP",,,,"*"
"2012","AT-SEA","GRND","ROCK","SILVERGRAY ROCKFISH","SLGR",0,0,.5,""
"2012","AT-SEA","GRND","ROCK","SPLITNOSE ROCKFISH","SNOS",0,0,17,""
"2012","AT-SEA","GRND","ROCK","SHORTRAKER ROCKFISH","SRKR",0,0,.6,""
"2012","AT-SEA","GRND","ROCK","SHORTSPINE THORNYHEAD","SSPN",0,0,.5,""
"2012","AT-SEA","GRND","ROCK","WIDOW ROCKFISH","WDOW",0,0,38.2,""
"2012","AT-SEA","GRND","ROCK","YELLOWMOUTH ROCKFISH","YMTH",0,0,.1,""
"2012","AT-SEA","GRND","ROCK","YELLOWTAIL ROCKFISH","YTRK",0,0,11.7,""
"2012","AT-SEA","GRND","ROND","LINGCOD","LCOD",0,0,.1,""
"2012","AT-SEA","GRND","ROND","PACIFIC COD","PCOD",,,,"*"
"2012","AT-SEA","GRND","ROND","WALLEYE POLLOCK","PLCK",,,,"*"
"2012","AT-SEA","GRND","ROND","PACIFIC WHITING","PWHT",28140718,.14,93475.1,""
"2012","AT-SEA","GRND","ROND","SABLEFISH","SABL",0,0,4.3,""
"2012","AT-SEA","GRND","ROND","UNSP. ROUNDFISH","URND",,,,"*"
"2012","AT-SEA","OTHR","....","EULACHON","EULC",,,,"*"
"2012","AT-SEA","OTHR","....","MISC. FISH/ANIMALS","MISC",0,0,.2,""
"2012","AT-SEA","OTHR","....","MOLA/OCEAN SUNFISH","MOLA",,,,"*"
"2012","AT-SEA","OTHR","....","MISC. FISH","MSC2",0,0,15.6,""
"2012","AT-SEA","OTHR","....","UNSP. OCTOPUS","OCTP",0,0,.1,""
"2012","AT-SEA","OTHR","....","OTHER SHARK","OSRK",0,0,5.8,""
"2012","AT-SEA","OTHR","....","PACIFIC POMFRET","POMF",0,0,.2,""
"2012","AT-SEA","OTHR","....","UNSP. SHAD","SHAD",0,0,1.4,""
"2012","AT-SEA","OTHR","....","UNSP. SMELT","SMLT",,,,"*"
"2012","AT-SEA","OTHR","....","UNSP. SQUID","SQID",0,0,54.6,""
"2012","AT-SEA","SAMN","....","CHINOOK SALMON","CHNK",,,,"*"
"2012","AT-SEA","SAMN","....","PINK SALMON","PINK",,,,"*"
"2012","AT-SEA","SRMP","....","UNSP. OCEAN SHRIMP","USRM",0,0,0,""
"2012","AT-SEA","XXXX","","WITHHELD FOR CONFIDENTIALITY**","",0,,.4,""
"2013","AT-SEA","CPEL","....","HUMBOLT SQUID","HSQD",,,,"*"
"2013","AT-SEA","CPEL","....","PACIFIC HERRING","PHRG",,,,"*"
"2013","AT-SEA","CPEL","WETF","CHUB MACKEREL","CMCK",0,0,0,""
"2013","AT-SEA","CPEL","WETF","JACK MACKEREL","JMCK",0,0,13.4,""
"2013","AT-SEA","CPEL","WETF","PACIFIC SARDINE","PSDN",,,,"*"
"2013","AT-SEA","GRND","FLAT","ARROWTOOTH FLOUNDER","ARTH",0,0,10.1,""
"2013","AT-SEA","GRND","FLAT","DOVER SOLE","DOVR",0,0,.8,""
"2013","AT-SEA","GRND","FLAT","ENGLISH SOLE","EGLS",0,0,0,""
"2013","AT-SEA","GRND","FLAT","FLATHEAD SOLE","FSOL",,,,"*"
"2013","AT-SEA","GRND","FLAT","PACIFIC SANDDAB","PDAB",,,,"*"
"2013","AT-SEA","GRND","FLAT","REX SOLE","REX",0,0,9.2,""
"2013","AT-SEA","GRND","FLAT","SLENDER SOLE","SLNS",,,,"*"
"2013","AT-SEA","GRND","MGRN","BIG SKATE","BSKT",0,0,.1,""
"2013","AT-SEA","GRND","MGRN","SPINY DOGFISH","DSRK",0,0,16.9,""
"2013","AT-SEA","GRND","MGRN","UNSP. GRENADIERS","GRDR",0,0,.1,""
"2013","AT-SEA","GRND","MGRN","LONGNOSE SKATE","LSKT",0,0,.1,""
"2013","AT-SEA","GRND","MGRN","SPOTTED RATFISH","RATF",,,,"*"
"2013","AT-SEA","GRND","ROCK","AURORA ROCKFISH","ARRA",,,,"*"
"2013","AT-SEA","GRND","ROCK","BANK ROCKFISH","BANK",0,0,0,""
"2013","AT-SEA","GRND","ROCK","BOCACCIO","BCAC",0,0,.2,""
"2013","AT-SEA","GRND","ROCK","BLACKGILL ROCKFISH","BLGL",,,,"*"
"2013","AT-SEA","GRND","ROCK","CANARY ROCKFISH","CNRY",0,0,.2,""
"2013","AT-SEA","GRND","ROCK","DARKBLOTCHED ROCKFISH","DBRK",0,0,2.6,""
"2013","AT-SEA","GRND","ROCK","GREENSTRIPED ROCKFISH","GSRK",,,,"*"
"2013","AT-SEA","GRND","ROCK","LONGSPINE THORNYHEAD","LSPN",,,,"*"
"2013","AT-SEA","GRND","ROCK","PACIFIC OCEAN PERCH","POP",0,0,1.9,""
"2013","AT-SEA","GRND","ROCK","REDBANDED ROCKFISH","RDBD",,,,"*"
"2013","AT-SEA","GRND","ROCK","REDSTRIPE ROCKFISH","REDS",0,0,0,""
"2013","AT-SEA","GRND","ROCK","ROUGHEYE ROCKFISH","REYE",0,0,10.8,""
"2013","AT-SEA","GRND","ROCK","SHORTBELLY ROCKFISH","SBLY",0,0,0,""
"2013","AT-SEA","GRND","ROCK","SILVERGRAY ROCKFISH","SLGR",0,0,0,""
"2013","AT-SEA","GRND","ROCK","SPLITNOSE ROCKFISH","SNOS",0,0,15.2,""
"2013","AT-SEA","GRND","ROCK","SHORTRAKER ROCKFISH","SRKR",,,,"*"
"2013","AT-SEA","GRND","ROCK","SHORTSPINE THORNYHEAD","SSPN",0,0,17.5,""
"2013","AT-SEA","GRND","ROCK","STRIPETAIL ROCKFISH","STRK",,,,"*"
"2013","AT-SEA","GRND","ROCK","THORNYHEADS (MIXED)","THDS",,,,"*"
"2013","AT-SEA","GRND","ROCK","WIDOW ROCKFISH","WDOW",0,0,17.5,""
"2013","AT-SEA","GRND","ROCK","YELLOWTAIL ROCKFISH","YTRK",0,0,58,""
"2013","AT-SEA","GRND","ROND","LINGCOD","LCOD",0,0,.6,""
"2013","AT-SEA","GRND","ROND","PACIFIC COD","PCOD",,,,"*"
"2013","AT-SEA","GRND","ROND","PACIFIC WHITING","PWHT",36999301,.13,130212.5,""
"2013","AT-SEA","GRND","ROND","SABLEFISH","SABL",0,0,9.6,""
"2013","AT-SEA","GRND","ROND","UNSP. ROUNDFISH","URND",,,,"*"
"2013","AT-SEA","OTHR","....","EULACHON","EULC",0,0,0,""
"2013","AT-SEA","OTHR","....","MISC. FISH/ANIMALS","MISC",0,0,.3,""
"2013","AT-SEA","OTHR","....","MOLA/OCEAN SUNFISH","MOLA",,,,"*"
"2013","AT-SEA","OTHR","....","MISC. FISH","MSC2",0,0,5.3,""
"2013","AT-SEA","OTHR","....","UNSP. OCTOPUS","OCTP",0,0,.1,""
"2013","AT-SEA","OTHR","....","OTHER SHARK","OSRK",0,0,14.7,""
"2013","AT-SEA","OTHR","....","PACIFIC POMFRET","POMF",,,,"*"
"2013","AT-SEA","OTHR","....","UNSP. SHAD","SHAD",0,0,6.5,""
"2013","AT-SEA","OTHR","....","SANDPAPER SKATE","SPSK",,,,"*"
"2013","AT-SEA","OTHR","....","UNSP. SQUID","SQID",0,0,133.8,""
"2013","AT-SEA","SAMN","....","CHINOOK SALMON","CHNK",,,,"*"
"2013","AT-SEA","SAMN","....","PINK SALMON","PINK",,,,"*"
"2013","AT-SEA","SRMP","....","UNSP. OCEAN SHRIMP","USRM",0,0,0,""
"2013","AT-SEA","XXXX","","WITHHELD FOR CONFIDENTIALITY**","",0,,1.7,""
"2014","AT-SEA","CPEL","....","PACIFIC HERRING","PHRG",0,0,.1,""
"2014","AT-SEA","CPEL","WETF","CHUB MACKEREL","CMCK",0,0,23.1,""
"2014","AT-SEA","CPEL","WETF","JACK MACKEREL","JMCK",0,0,47.7,""
"2014","AT-SEA","CPEL","WETF","PACIFIC SARDINE","PSDN",0,0,.1,""
"2014","AT-SEA","GRND","FLAT","ARROWTOOTH FLOUNDER","ARTH",0,0,10.2,""
"2014","AT-SEA","GRND","FLAT","DOVER SOLE","DOVR",0,0,.9,""
"2014","AT-SEA","GRND","FLAT","ENGLISH SOLE","EGLS",,,,"*"
"2014","AT-SEA","GRND","FLAT","PACIFIC SANDDAB","PDAB",,,,"*"
"2014","AT-SEA","GRND","FLAT","REX SOLE","REX",0,0,7.6,""
"2014","AT-SEA","GRND","FLAT","SLENDER SOLE","SLNS",0,0,0,""
"2014","AT-SEA","GRND","FLAT","UNSP. FLATFISH","UFLT",,,,"*"
"2014","AT-SEA","GRND","MGRN","BIG SKATE","BSKT",0,0,.1,""
"2014","AT-SEA","GRND","MGRN","SPINY DOGFISH","DSRK",0,0,23.2,""
"2014","AT-SEA","GRND","MGRN","UNSP. GRENADIERS","GRDR",0,0,.3,""
"2014","AT-SEA","GRND","MGRN","LONGNOSE SKATE","LSKT",0,0,.3,""
"2014","AT-SEA","GRND","MGRN","SPOTTED RATFISH","RATF",,,,"*"
"2014","AT-SEA","GRND","MGRN","SOUPFIN SHARK","SSRK",,,,"*"
"2014","AT-SEA","GRND","MGRN","UNSP. SKATE","USKT",,,,"*"
"2014","AT-SEA","GRND","ROCK","AURORA ROCKFISH","ARRA",0,0,.1,""
"2014","AT-SEA","GRND","ROCK","BANK ROCKFISH","BANK",0,0,.1,""
"2014","AT-SEA","GRND","ROCK","BOCACCIO","BCAC",,,,"*"
"2014","AT-SEA","GRND","ROCK","BLACKGILL ROCKFISH","BLGL",0,0,.1,""
"2014","AT-SEA","GRND","ROCK","CHILIPEPPER ROCKFISH","CLPR",,,,"*"
"2014","AT-SEA","GRND","ROCK","CANARY ROCKFISH","CNRY",0,0,.4,""
"2014","AT-SEA","GRND","ROCK","DARKBLOTCHED ROCKFISH","DBRK",0,0,7.5,""
"2014","AT-SEA","GRND","ROCK","LONGSPINE THORNYHEAD","LSPN",,,,"*"
"2014","AT-SEA","GRND","ROCK","PACIFIC OCEAN PERCH","POP",0,0,2,""
"2014","AT-SEA","GRND","ROCK","REDBANDED ROCKFISH","RDBD",0,0,0,""
"2014","AT-SEA","GRND","ROCK","REDSTRIPE ROCKFISH","REDS",0,0,0,""
"2014","AT-SEA","GRND","ROCK","ROUGHEYE ROCKFISH","REYE",0,0,3.8,""
"2014","AT-SEA","GRND","ROCK","SHORTBELLY ROCKFISH","SBLY",0,0,0,""
"2014","AT-SEA","GRND","ROCK","SHARPCHIN ROCKFISH","SHRP",,,,"*"
