"source","table","year","port_complex","category","comm_name_orig","presentation","landings_lb","landings_kg","value_usd"
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Shark, sevengill","whole",40,18.1436971195711,22
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Shark, shortfin mako","whole",16749,7597.21957639239,22563
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Shark, sixgill","whole",5,2.26796213994638,3
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Shark, soupfin","whole",14851,6736.30114806874,11782
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Shark, spiny dogfish","whole",6020,2730.62641649544,1671
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Shark, swell","whole",26,11.7934031277212,13
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Shark, thresher","whole",83183,37731.178937432,124142
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Shark, unspecified","whole",3211,1456.48528627357,1702
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Shark, white","whole",183,83.0074143220376,183
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Sheephead, California","whole",154912,70266.9102046748,409874
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Skate, unspecified","whole",2978,1350.79825055206,1890
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Sole, Dover","whole",16655,7554.5818881614,10889
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Sole, English","whole",749,339.740728563968,406
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Sole, petrale","whole",3934,1784.43261170981,4383
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Sole, rex","whole",205,92.9864477378016,257
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Sole, sand","whole",22,9.97903341576408,32
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Sole, unspecified","whole",7150,3243.18586012333,3854
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Surfperch, barred","whole",197,89.3577083138874,203
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Surfperch, rainbow","whole",5,2.26796213994638,5
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Surfperch, rubberlip","whole",86,39.0089488070778,97
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Surfperch, unspecified","whole",171,77.5643051861663,187
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Swordfish","whole",407588,184878.830539293,849319
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Thornyhead, longspine","whole",27127,12304.6017940651,81382
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Thornyhead, shortspine","whole",21461,9734.54709707786,54993
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Thornyheads (unspecified)","whole",28049,12722.8140126712,52372
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Triggerfish","whole",4,1.81436971195711,8
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Tuna, albacore","whole",32449,14718.620695824,29126
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Tuna, bigeye","whole",63835,28955.0726406955,109431
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Tuna, bluefin","whole",3860,1750.86677203861,6753
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Tuna, skipjack","whole",50,22.6796213994638,100
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Tuna, unspecified","whole",2213,1003.80004314027,3706
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Tuna, yellowfin","whole",3104,1407.95089647871,3473
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Whitefish, ocean","whole",18564,8420.48983319293,14394
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Whiting, Pacific","whole",236,107.047813005469,67
"FB 181","Table 5k",1997,"Santa Barbara","Fish","Yellowtail","whole",1722,781.086160997534,2304
"FB 181","Table 5k",1997,"Santa Barbara","Miscellaneous invertebrates","Unspecified species","whole",258,117.026846421233,129
"FB 181","Table 5k",1997,"Santa Barbara","Mollusks","Abalone, red","whole",73040,33130.3909403367,690823
"FB 181","Table 5k",1997,"Santa Barbara","Mollusks","Mussel","whole",250,113.398106997319,199
"FB 181","Table 5k",1997,"Santa Barbara","Mollusks","Octopus, unspecified","whole",817,370.585013667239,797
"FB 181","Table 5k",1997,"Santa Barbara","Mollusks","Scallop, rock","whole",6,2.72155456793566,3
"FB 181","Table 5k",1997,"Santa Barbara","Mollusks","Snail, sea","whole",209,94.8008174497588,105
"FB 181","Table 5k",1997,"Santa Barbara","Mollusks","Snail, top","whole",164,74.3891581902413,123
"FB 181","Table 5k",1997,"Santa Barbara","Mollusks","Squid, market","whole",97125258,44055281.5953049,11820080
"FB 181","Table 5k",1997,"Santa Barbara","Mollusks","Whelk, Kellet's","whole",12138,5505.70489093384,4836
"FB 181","Table 5k",1997,"Santa Barbara","Rockfish","Rockfish, aurora","whole",90,40.8233185190349,113
"FB 181","Table 5k",1997,"Santa Barbara","Rockfish","Rockfish, bank","whole",727,329.761695148204,823
"FB 181","Table 5k",1997,"Santa Barbara","Rockfish","Rockfish, blackgill","whole",107972,48975.2816348581,98710
"FB 181","Table 5k",1997,"Santa Barbara","Rockfish","Rockfish, blue","whole",554,251.290205106059,226
"FB 181","Table 5k",1997,"Santa Barbara","Rockfish","Rockfish, bocaccio","whole",27610,12523.6869367839,14573
"FB 181","Table 5k",1997,"Santa Barbara","Rockfish","Rockfish, chilipepper","whole",12977,5886.26893801684,6634
"FB 181","Table 5k",1997,"Santa Barbara","Rockfish","Rockfish, China","whole",53,24.0403986834316,295
"FB 181","Table 5k",1997,"Santa Barbara","Rockfish","Rockfish, copper","whole",7907,3586.55532811121,11884
"FB 181","Table 5k",1997,"Santa Barbara","Rockfish","Rockfish, cowcod","whole",6763,3067.64559049148,8994
"FB 181","Table 5k",1997,"Santa Barbara","Rockfish","Rockfish, gopher","whole",6656,3019.11120069662,14084
"FB 181","Table 5k",1997,"Santa Barbara","Rockfish","Rockfish, grass","whole",11964,5426.7798084637,64022
"FB 181","Table 5k",1997,"Santa Barbara","Rockfish","Rockfish, greenspotted","whole",319,144.695984528579,520
"FB 181","Table 5k",1997,"Santa Barbara","Rockfish","Rockfish, greenstriped","whole",20,9.07184855978553,15
"FB 181","Table 5k",1997,"Santa Barbara","Rockfish","Rockfish, group bolina","whole",622,282.13449020933,1639
"FB 181","Table 5k",1997,"Santa Barbara","Rockfish","Rockfish, group gopher","whole",3974,1802.57630882938,10585
"FB 181","Table 5k",1997,"Santa Barbara","Rockfish","Rockfish, group red","whole",270909,122882.271074147,389362
"FB 181","Table 5k",1997,"Santa Barbara","Rockfish","Rockfish, group small","whole",726,329.308102720215,1649
"FB 181","Table 5k",1997,"Santa Barbara","Rockfish","Rockfish, kelp","whole",264,119.748400989169,251
"FB 181","Table 5k",1997,"Santa Barbara","Rockfish","Rockfish, olive","whole",39,17.6901046915818,78
"FB 181","Table 5k",1997,"Santa Barbara","Rockfish","Rockfish, treefish","whole",1505,682.656604123861,2314
"FB 181","Table 5k",1997,"Santa Barbara","Rockfish","Rockfish, unspecified","whole",103677,47027.1021566442,109574
"FB 181","Table 5k",1997,"Santa Barbara","Rockfish","Rockfish, vermilion","whole",3,1.36077728396783,3
"FB 181","Table 5k",1997,"Santa Barbara","Rockfish","Rockfish, widow","whole",6263,2840.84937649684,2818
"FB 181","Table 5k",1997,"Santa Barbara","Rockfish","Rockfish, yelloweye","whole",21,9.5254409877748,39
"FB 181","Table 5k",1997,"Santa Barbara","Rockfish","Rockfish, yellowtail","whole",3393,1539.03910816761,1357
"FB 181","Table 5l",1998,"Bodega Bay","Crustaceans","Crab, box","whole",1161,526.62080889555,698
"FB 181","Table 5l",1998,"Bodega Bay","Crustaceans","Crab, Dungeness","whole",1268614,575433.704441188,3102898
"FB 181","Table 5l",1998,"Bodega Bay","Crustaceans","Crab, red rock","whole",43,19.5044744035389,34
"FB 181","Table 5l",1998,"Bodega Bay","Crustaceans","Crab, rock unspecified","whole",9105,4129.95905684236,15555
"FB 181","Table 5l",1998,"Bodega Bay","Crustaceans","Lobster, California spiny","whole",25,11.3398106997319,150
"FB 181","Table 5l",1998,"Bodega Bay","Crustaceans","Prawn, spot","whole",19529,8858.20652620258,132619
"FB 181","Table 5l",1998,"Bodega Bay","Crustaceans","Shrimp, bay","whole",4298,1949.54025549791,25588
"FB 181","Table 5l",1998,"Bodega Bay","Crustaceans","Shrimp, Pacific Ocean","whole",9748,4421.61898803947,6885
"FB 181","Table 5l",1998,"Bodega Bay","Echinoderms","Urchin, purple sea","whole",1,0.453592427989276,1
"FB 181","Table 5l",1998,"Bodega Bay","Echinoderms","Urchin, red","whole",513115,232745.078687718,316637
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Cabezon","whole",26639,12083.2486892063,70588
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Croaker, unspecified","whole",100,45.3592427989276,55
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Croaker, white","whole",248,112.490922141341,78
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Eel, wolf (wolf-eel)","whole",4,1.81436971195711,2
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Fish, unspecified","whole",186,84.3681916060054,125
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Flounder, starry","whole",2044,927.142922810081,1123
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Flounder, unspecified","whole",1270,576.062383546381,524
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Goby, yellowfin","whole",370,167.829198356032,1295
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Greenling, kelp","whole",1129,512.105851199893,2933
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Grenadiers","whole",48978,22216.0499380588,7170
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Halibut, California","whole",25446,11542.1129226151,52693
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Herring roe on kelp","roe on kelp",1516,687.646120831743,3782
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Herring, roe","roe",11846,5373.25590196097,6870
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Jack, Pacific crevalle","whole",146,66.2244944864343,146
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Jacksmelt","whole",14,6.35029399184987,7
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Lingcod","whole",18927,8585.14388455303,15323
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Mackerel, bullet","whole",29,13.154180411689,29
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Mackerel, jack","whole",127,57.6062383546381,39
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Mackerel, Pacific","whole",3083,1398.42545549094,1140
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Opah","whole",1071,485.797490376515,500
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Ratfish, spotted","whole",30,13.6077728396783,13
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Ray, unspecified","whole",37,16.7829198356032,66
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Sablefish","whole",75095,34062.5233798547,83040
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Salmon","whole",1073,486.704675232494,3466
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Salmon, Chinook","whole",159345,72277.6854379512,346371
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Salmon, coho","whole",102,46.2664276549062,177
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Salmon, roe (Chinook and coho)","roe",253,114.758884281287,255
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Sanddab","whole",740,335.658396712065,234
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Sanddab, speckled","whole",231,104.779850865523,74
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Sardine, Pacific","whole",2026,918.978259106274,608
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Sculpin, staghorn","whole",2216,1005.16082042424,2096
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Shark, leopard","whole",695,315.246737452547,584
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Shark, pelagic thresher","whole",20,9.07184855978553,50
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Shark, shortfin mako","whole",165,74.8427506182306,206
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Shark, soupfin","whole",4861,2204.91279245587,3110
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Shark, unspecified","whole",153,69.3996414823593,114
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Skate, unspecified","whole",8452,3833.76320136536,2321
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Sole, Dover","whole",321683,145912.973012874,96497
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Sole, English","whole",50807,23045.6704888512,18879
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Sole, petrale","whole",54728,24824.2063989971,58580
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Sole, rex","whole",17630,7996.83450545094,6481
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Sole, rock","whole",776,351.987724119678,280
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Sole, sand","whole",896,406.418815478392,555
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Sole, unspecified","whole",273,123.830732841072,276
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Surfperch, unspecified","whole",610,276.691381073459,822
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Swordfish","whole",6604,2995.52439444118,26344
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Thornyhead, longspine","whole",100109,45408.6843735785,56112
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Thornyhead, shortspine","whole",41845,18980.5751492113,39205
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Thornyheads (unspecified)","whole",14098,6394.74604979282,9152
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Tuna, albacore","whole",84067,38132.1546437745,113163
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Tuna, bluefin","whole",133,60.3277929225738,156
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Turbot","whole",72,32.6586548152279,26
"FB 181","Table 5l",1998,"Bodega Bay","Fish","Turbot, hornyhead","whole",34,15.4221425516354,12
"FB 181","Table 5l",1998,"Bodega Bay","Miscellaneous invertebrates","Unspecified species","whole",49,22.2260289714745,53
"FB 181","Table 5l",1998,"Bodega Bay","Mollusks","Octopus, unspecified","whole",627,284.402452349276,306
"FB 181","Table 5l",1998,"Bodega Bay","Mollusks","Squid, jumbo","whole",88,39.9161336630563,308
"FB 181","Table 5l",1998,"Bodega Bay","Mollusks","Squid, market","whole",891,404.150853338445,446
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, bank","whole",65001,29483.961411731,29129
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, black","whole",7452,3380.17077337609,3562
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, black-and-yellow","whole",1,0.453592427989276,5
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, blackgill","whole",2079,943.018657789706,1029
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, blue","whole",1885,855.021726759786,1268
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, bocaccio","whole",43115,19556.6375327576,23511
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, brown","whole",5683,2577.76576826306,2572
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, canary","whole",47715,21643.1627015083,32511
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, chilipepper","whole",411247,186538.525233306,195733
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, China","whole",1433,649.997949308633,2880
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, copper","whole",4788,2171.80054521266,5551
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, copper (whitebelly)","whole",10,4.53592427989276,10
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, cowcod","whole",29,13.154180411689,12
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, darkblotched","whole",201,91.1720780258445,80
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, gopher","whole",2392,1084.99308775035,5482
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, grass","whole",4015,1821.17359837694,16091
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, greenstriped","whole",107,48.5343897948526,43
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, group bolina","whole",33394,15147.2655402739,53532
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, group gopher","whole",3822,1733.63025977501,11521
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, group red","whole",55993,25398.0008204036,41082
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, group rosefish","whole",21666,9827.53354481566,9456
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, group small","whole",84167,38177.5138865734,26073
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, kelp","whole",32,14.5149576956568,119
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, pinkrose","whole",3709,1682.37431541223,1669
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, quillback","whole",193,87.5433386019303,254
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, rosethorn","whole",62,28.1227305353351,109
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, rosy","whole",2775,1258.71898767024,2458
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, speckled","whole",392,177.808231771796,274
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, splitnose","whole",2064,936.214771369866,471
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, starry","whole",10,4.53592427989276,23
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, unspecified","whole",396953,180054.875067627,187338
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, vermilion","whole",1044,473.550494820805,1068
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, widow","whole",318405,144426.097033926,140373
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, yelloweye","whole",3906,1771.73202372611,4675
"FB 181","Table 5l",1998,"Bodega Bay","Rockfish","Rockfish, yellowtail","whole",220389,99966.7816121286,124058
"FB 181","Table 5l",1998,"Fort Bragg","Crustaceans","Crab, Dungeness","whole",557950,253081.895196617,1087821
"FB 181","Table 5l",1998,"Fort Bragg","Crustaceans","Prawn, spot","whole",1602,726.655069638821,9643
"FB 181","Table 5l",1998,"Fort Bragg","Crustaceans","Shrimp, Pacific Ocean","whole",36439,16528.4544835012,24979
"FB 181","Table 5l",1998,"Fort Bragg","Echinoderms","Sea cucumber, unspecified","whole",195,88.4505234579089,195
"FB 181","Table 5l",1998,"Fort Bragg","Echinoderms","Urchin, purple sea","whole",560,254.011759673995,290
"FB 181","Table 5l",1998,"Fort Bragg","Echinoderms","Urchin, red","whole",2826550,1282101.67733309,1784633
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Cabezon","whole",52231,23691.5861063079,151840
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Eel, wolf (wolf-eel)","whole",10,4.53592427989276,7
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Fish, unspecified","whole",169,76.6571203301877,152
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Flounder, arrowtooth","whole",63,28.5763229633244,6
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Flounder, unspecified","whole",7,3.17514699592493,13
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Greenling, kelp","whole",5983,2713.84349665984,20764
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Grenadiers","whole",331373,150308.28364009,49527
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Halibut, California","whole",87,39.462541235067,261
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Halibut, Pacific","whole",5836,2647.16540974542,10192
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Herring roe on kelp","roe on kelp",5858,2657.14444316118,10252
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Lingcod","whole",60138,27278.1414344191,48723
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Louvar","whole",88,39.9161336630563,308
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Mackerel, Pacific","whole",252,114.305291853298,14
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Opah","whole",152,68.94604905437,76
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Sablefish","whole",475798,215818.370052442,546636
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Salmon, Chinook","whole",45255,20527.3253286547,95557
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Salmon, roe (Chinook and coho)","roe",6,2.72155456793566,6
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Sanddab","whole",7546,3422.80846160708,2415
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Shark, shortfin mako","whole",1093,495.776523792279,1069
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Shark, soupfin","whole",1251,567.444127414585,1149
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Shark, thresher","whole",1411,640.018915892869,1411
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Sheephead, California","whole",53,24.0403986834316,66
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Skate, unspecified","whole",175944,79806.8661501452,31166
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Smelt, night","whole",5783,2623.12501106198,1648
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Smelt, surf","whole",10,4.53592427989276,4
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Sole, Dover","whole",1134751,514714.461253259,376733
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Sole, English","whole",144983,65763.1909871692,52215
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Sole, petrale","whole",179686,81504.2090156811,169335
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Sole, rex","whole",109787,49798.5518916587,40577
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Sole, rock","whole",2516,1141.23854882102,943
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Sole, sand","whole",11,4.98951670788204,8
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Surfperch, redtail","whole",110,49.8951670788204,140
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Surfperch, unspecified","whole",6,2.72155456793566,8
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Swordfish","whole",7718,3500.82635922124,18952
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Thornyhead, longspine","whole",391816,177724.770765046,277429
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Thornyhead, shortspine","whole",204845,92916.1409114633,203838
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Thornyheads (unspecified)","whole",133,60.3277929225738,119
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Tuna, albacore","whole",32388,14690.9515577167,31596
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Tuna, bluefin","whole",230,104.326258437534,575
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Tuna, skipjack","whole",1043,473.096902392815,1043
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Turbot","whole",34,15.4221425516354,12
"FB 181","Table 5l",1998,"Fort Bragg","Fish","Whiting, Pacific","whole",119,53.9774989307239,12
"FB 181","Table 5l",1998,"Fort Bragg","Mollusks","Octopus, unspecified","whole",6198,2811.36586867753,2346
"FB 181","Table 5l",1998,"Fort Bragg","Mollusks","Squid, jumbo","whole",4604,2088.33953846263,1842
"FB 181","Table 5l",1998,"Fort Bragg","Mollusks","Squid, market","whole",51,23.1332138274531,13
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, black","whole",14881,6749.90892090842,9301
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, black-and-yellow","whole",815,369.67782881126,3300
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, blackgill","whole",566,256.73331424193,357
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, blue","whole",8016,3635.99690276204,6207
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, bocaccio","whole",25324,11486.7746464004,10242
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, brown","whole",1287,583.773454822199,2392
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, canary","whole",123823,56165.1752109162,73774
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, chilipepper","whole",14061,6377.96312995721,6148
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, China","whole",11724,5317.91762574628,38875
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, copper","whole",26388,11969.396989781,28424
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, gopher","whole",5243,2378.18509994778,20457
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, grass","whole",5443,2468.90358554563,25190
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, greenspotted","whole",13147,5963.37965077502,10146
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, group bolina","whole",590,267.619532513673,835
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, group gopher","whole",3031,1374.8386492355,11749
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, group red","whole",19969,9057.78719451786,9938
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, group rosefish","whole",446449,202505.885883384,115414
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, group small","whole",421328,191111.190499866,121012
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, kelp","whole",48,21.7724365434853,122
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, olive","whole",49,22.2260289714745,52
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, pinkrose","whole",48,21.7724365434853,21
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, quillback","whole",4880,2213.53104858767,7900
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, redbanded","whole",12,5.44310913587132,5
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, rosethorn","whole",5046,2288.82739163389,1750
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, unspecified","whole",1024855,464866.46778695,420475
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, vermilion","whole",9922,4500.5440705096,9664
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, widow","whole",385266,174753.740361717,154523
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, yelloweye","whole",19163,8692.1916975585,26006
"FB 181","Table 5l",1998,"Fort Bragg","Rockfish","Rockfish, yellowtail","whole",118929,53945.2938683367,59243
"FB 181","Table 5l",1998,"Los Angeles","Crustaceans","Crab, box","whole",40,18.1436971195711,50
"FB 181","Table 5l",1998,"Los Angeles","Crustaceans","Crab, brown rock","whole",80,36.2873942391421,80
"FB 181","Table 5l",1998,"Los Angeles","Crustaceans","Crab, claws","claws",1624,736.634103054585,1613
"FB 181","Table 5l",1998,"Los Angeles","Crustaceans","Crab, Dungeness","whole",603,273.516234077534,1373
"FB 181","Table 5l",1998,"Los Angeles","Crustaceans","Crab, king","whole",62,28.1227305353351,68
