"source","table","category","comm_name_orig","comm_name","sci_name","year","presentation","landings_lb","landings_kg","value_usd"
"FB 181","Table 4a","Fish","Sculpin, staghorn","Staghorn sculpin","Leptocottus armatus",1998,"not specified",3097,1404.77574948279,4801
"FB 181","Table 4a","Fish","Flounder, starry","Starry flounder","Platichthys stellatus",1998,"not specified",100303,45496.6813046084,44234
"FB 181","Table 4a","Fish","Stingray","Stingray","Dasyatidae spp.",1998,"not specified",545,247.207873254156,136
"FB 181","Table 4a","Fish","Mullet, striped","Striped mullet","Mugil cephalus",1998,"not specified",1103,500.312448072172,846
"FB 181","Table 4a","Fish","Smelt, surf","Surf smelt","Hypomesus pretiosus",1998,"not specified",103397,46900.0962768072,30683
"FB 181","Table 4a","Fish","Surfperch, unspecified","Surfperch","Embiotocidae spp.",1998,"not specified",13911,6309.92426575882,23661
"FB 181","Table 4a","Fish","Shark, swell","Swell shark","Cephaloscyllium ventriosum",1998,"not specified",50,22.6796213994638,50
"FB 181","Table 4a","Fish","Swordfish","Swordfish","Xiphias gladius",1998,"not specified",2063901,936169.865719495,5652514
"FB 181","Table 4a","Fish","Skate, thornback","Thornback skate","Raja clavata",1998,"not specified",1427,647.276394740697,1070
"FB 181","Table 4a","Fish","Thornyheads (unspecified)","Thornyhead","Sebastolobus spp.",1998,"not specified",107811,48902.2532539519,168045
"FB 181","Table 4a","Fish","Shad, threadfin","Threadfin shad","Dorosoma petenense",1998,"not specified",53976,24483.1048931492,74269
"FB 181","Table 4a","Fish","Stickleback, threespine","Threespine stickleback","Gasterosteus aculeatus",1998,"not specified",61,27.6691381073459,1534
"FB 181","Table 4a","Fish","Sole, tongue","Tongue sole","Symphurus atricaudus",1998,"not specified",17,7.7110712758177,43
"FB 181","Table 4a","Fish","Trawled fish, unspecified","Trawled fish","Osteichthyes spp.",1998,"not specified",45,20.4116592595174,27
"FB 181","Table 4a","Fish","Smelts, true","True smelt","Osmeridae spp.",1998,"not specified",219,99.3367417296515,153
"FB 181","Table 4a","Fish","Tuna, unspecified","Tuna","Scombridae spp.",1998,"not specified",23832,10810.0147438404,61685
"FB 181","Table 4a","Fish","Turbot","Turbot","Pleuronectidae spp.",1998,"not specified",11473,5204.06592632097,4141
"FB 181","Table 4a","Fish","Wahoo","Wahoo","Acanthocybium solandri",1998,"not specified",18988,8612.81302266038,16290
"FB 181","Table 4a","Fish","Surfperch, walleye","Walleye surfperch","Hyperprosopon argenteum",1998,"not specified",18,8.16466370380697,21
"FB 181","Table 4a","Fish","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",1998,"not specified",142441,64610.1590352205,101559
"FB 181","Table 4a","Fish","Seabass, white","White seabass","Atractoscion nobilis",1998,"not specified",164415,74577.3990478569,314475
"FB 181","Table 4a","Fish","Shark, white","White shark","Carcharodon carcharias",1998,"not specified",136,61.6885702065416,210
"FB 181","Table 4a","Fish","Eel, wolf (wolf-eel)","Wolf eel","Anarrhichthys ocellatus",1998,"not specified",21,9.5254409877748,15
"FB 181","Table 4a","Fish","Goby, yellowfin","Yellowfin goby","Acanthogobius flavimanus",1998,"not specified",731,331.576064860161,2378
"FB 181","Table 4a","Fish","Tuna, yellowfin","Yellowfin tuna","Thunnus albacares",1998,"not specified",12736163,5777027.09843719,5779220
"FB 181","Table 4a","Fish","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",1998,"not specified",244858,111065.734732598,249393
"FB 181","Table 4a","Fish","Zebraperch","Zebraperch","Kyphosus azureus",1998,"not specified",40,18.1436971195711,40
"FB 181","Table 4g","Miscellaneous species","Invertebrates, colonial","Colonial invertebrate","Cnidaria spp.",1998,"not specified",1110,503.487595068097,2877
"FB 181","Table 4g","Miscellaneous species","Unspecified species","Fish","Osteichthyes spp.",1998,"not specified",6131,2780.97517600225,4190
"FB 181","Table 4g","Miscellaneous species","Worms, marine","Marine worm","Polychaeta spp.",1998,"not specified",2709,1228.78188742295,1280
"FB 181","Table 4g","Miscellaneous species","Tunicates","Tunicate","Tunicata spp.",1998,"not specified",145,65.7709020584451,340
"FB 181","Table 4e","Mollusks","Snail, bubble","Bubble snail","Bulla gouldiana",1998,"not specified",875,396.893374490617,7550
"FB 181","Table 4e","Mollusks","Clam, California jackknife","California jackknife clam","Ensis myrae",1998,"not specified",1173,532.063918031421,2550
"FB 181","Table 4e","Mollusks","Chiton, unspecified","Chiton","Polyplacophora spp.",1998,"not specified",99,44.9056503709384,35
"FB 181","Table 4e","Mollusks","Clam, common littleneck","Common littleneck clam","Leukoma staminea",1998,"not specified",46,20.8652516875067,46
"FB 181","Table 4e","Mollusks","Oyster, eastern","Eastern oyster","Crassostrea virginica",1998,"not specified",145,65.7709020584451,870
"FB 181","Table 4e","Mollusks","Squid, jumbo","Jumbo squid","Dosidicus gigas",1998,"not specified",238851,108341.005017667,69815
"FB 181","Table 4e","Mollusks","Whelk, Kellet's","Kellet's whelk","Kelletia kelletii",1998,"not specified",29698,13470.7879264255,14206
"FB 181","Table 4e","Mollusks","Limpet, unspecified","Limpet","Archaeogastropoda spp.",1998,"not specified",1225,555.650724286863,7240
"FB 181","Table 4e","Mollusks","Squid, market","Market squid","Doryteuthis opalescens",1998,"not specified",6381504,2894601.89358328,1631073
"FB 181","Table 4e","Mollusks","Mollusk, unspecified","Mollusk","Mollusca spp.",1998,"not specified",478,216.817180578874,191
"FB 181","Table 4e","Mollusks","Snails, moon","Moon snail","Naticidae spp.",1998,"not specified",38,17.2365122635925,19
"FB 181","Table 4e","Mollusks","Mussel","Mussel","Mytilidae spp.",1998,"not specified",9064,4111.3617672948,7167
"FB 181","Table 4e","Mollusks","Octopus, unspecified","Octopus","Octopoda spp.",1998,"not specified",26887,12195.7396113477,14516
"FB 181","Table 4e","Mollusks","Clam, rosy razor","Rosy razor clam","Solecurtus strigilatus",1998,"not specified",8,3.62873942391421,17
"FB 181","Table 4e","Mollusks","Sea hare","Sea hare","Aplysia californica",1998,"not specified",9272,4205.70899231657,57976
"FB 181","Table 4e","Mollusks","Sea slug","Sea slug","Opisthobranchia spp.",1998,"not specified",600,272.155456793566,4180
"FB 181","Table 4e","Mollusks","Snail, sea","Sea snail","Gastropoda spp.",1998,"not specified",6188,2806.82994439764,2555
"FB 181","Table 4e","Mollusks","Snail, top","Top snail","Trochidae spp.",1998,"not specified",86956,39442.5831682355,38295
"FB 181","Table 4f","Plants","Kelp","Kelp","Macrocystis spp.",1998,"not specified",1718,779.271791285577,3209
"FB 181","Table 4f","Plants","Algae, marine","Marine algae","Algae spp.",1998,"not specified",25,11.3398106997319,253
"FB 181","Table 4b","Rockfish","Rockfish, aurora","Aurora rockfish","Sebastes aurora",1998,"not specified",4,1.81436971195711,3
"FB 181","Table 4b","Rockfish","Rockfish, bank","Bank rockfish","Sebastes rufus",1998,"not specified",451477,204786.548611315,207119
"FB 181","Table 4b","Rockfish","Rockfish, black","Black rockfish","Sebastes melanops",1998,"not specified",188642,85566.5828007531,104802
"FB 181","Table 4b","Rockfish","Rockfish, black-and-yellow","Black-and-yellow rockfish","Sebastes chrysomelas",1998,"not specified",2063,935.761178941877,5460
"FB 181","Table 4b","Rockfish","Rockfish, group black/blue","Black/blue rockfish group","Sebastes spp.",1998,"not specified",2695,1222.4315934311,1414
"FB 181","Table 4b","Rockfish","Rockfish, blackgill","Blackgill rockfish","Sebastes melanostomus",1998,"not specified",348550,158099.640775662,238846
"FB 181","Table 4b","Rockfish","Rockfish, blue","Blue rockfish","Sebastes mystinus",1998,"not specified",92215,41828.0257470311,57707
"FB 181","Table 4b","Rockfish","Rockfish, bocaccio","Bocaccio rockfish","Sebastes paucispinis",1998,"not specified",298388,135346.537402864,149332
"FB 181","Table 4b","Rockfish","Rockfish, group bolina","Bolina rockfish group","Sebastes spp.",1998,"not specified",125799,57061.473848623,263417
"FB 181","Table 4b","Rockfish","Rockfish, bronzespotted","Bronzespotted rockfish","Sebastes gilli",1998,"not specified",137,62.1421626345309,150
"FB 181","Table 4b","Rockfish","Rockfish, brown","Brown rockfish","Sebastes auriculatus",1998,"not specified",13012,5902.14467299646,12490
"FB 181","Table 4b","Rockfish","Rockfish, canary","Canary rockfish","Sebastes pinniger",1998,"not specified",399489,181205.185465008,240086
"FB 181","Table 4b","Rockfish","Rockfish, chameleon","Chameleon rockfish","Sebastes phillipsi",1998,"not specified",18,8.16466370380697,14
"FB 181","Table 4b","Rockfish","Rockfish, chilipepper","Chilipepper rockfish","Sebastes goodei",1998,"not specified",2052347,930929.058806507,920537
"FB 181","Table 4b","Rockfish","Rockfish, China","China rockfish","Sebastes nebulosus",1998,"not specified",21837,9905.09785000183,61711
"FB 181","Table 4b","Rockfish","Rockfish, copper","Copper rockfish","Sebastes caurinus",1998,"not specified",66148,30004.2319266347,84277
"FB 181","Table 4b","Rockfish","Rockfish, copper (whitebelly)","Copper rockfish","Sebastes caurinus",1998,"not specified",10,4.53592427989276,10
"FB 181","Table 4b","Rockfish","Rockfish, cowcod","Cowcod rockfish","Sebastes levis",1998,"not specified",25768,11688.1696844277,35154
"FB 181","Table 4b","Rockfish","Rockfish, darkblotched","Darkblotched rockfish","Sebastes crameri",1998,"not specified",8203,3720.81868679603,339
"FB 181","Table 4b","Rockfish","Rockfish, group deepwater reds","Deepwater reds rockfish group","Sebastes spp.",1998,"not specified",379,171.911530207936,178
"FB 181","Table 4b","Rockfish","Rockfish, flag","Flag rockfish","Sebastes rubrivinctus",1998,"not specified",170,77.110712758177,72
"FB 181","Table 4b","Rockfish","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",1998,"not specified",23477,10648.9894319042,66295
"FB 181","Table 4b","Rockfish","Rockfish, group gopher","Gopher rockfish group","Sebastes spp.",1998,"not specified",135196,61323.8818944382,359805
"FB 181","Table 4b","Rockfish","Rockfish, grass","Grass rockfish","Sebastes rastrelliger",1998,"not specified",92196,41819.4074908993,446713
"FB 181","Table 4b","Rockfish","Rockfish, greenblotched","Greenblotched rockfish","Sebastes rosenblatti",1998,"not specified",19,8.61825613179625,10
"FB 181","Table 4b","Rockfish","Rockfish, greenspotted","Greenspotted rockfish","Sebastes chlorostictus",1998,"not specified",27160,12319.5703441887,19464
"FB 181","Table 4b","Rockfish","Rockfish, greenstriped","Greenstriped rockfish","Sebastes elongatus",1998,"not specified",7317,3318.93579559754,5436
"FB 181","Table 4b","Rockfish","Rockfish, kelp","Kelp rockfish","Sebastes atrovirens",1998,"not specified",1653,749.788283466274,2402
"FB 181","Table 4b","Rockfish","Rockfish, olive","Olive rockfish","Sebastes serranoides",1998,"not specified",1259,571.072866838499,4693
"FB 181","Table 4b","Rockfish","Rockfish, pinkrose","Pinkrose rockfish","Sebastes simulator",1998,"not specified",3757,1704.14675195571,1690
"FB 181","Table 4b","Rockfish","Rockfish, quillback","Quillback rockfish","Sebastes maliger",1998,"not specified",26145,11859.1740297796,48063
"FB 181","Table 4b","Rockfish","Rockfish, group red","Red rockfish group","Sebastes spp.",1998,"not specified",710605,322325.04729132,666841
"FB 181","Table 4b","Rockfish","Rockfish, redbanded","Redbanded rockfish","Sebastes babcocki",1998,"not specified",447,202.755815311207,359
"FB 181","Table 4b","Rockfish","Rockfish, unspecified","Rockfish","Sebastes spp.",1998,"not specified",3019771,1369745.25986161,1546531
"FB 181","Table 4b","Rockfish","Rockfish, group rosefish","Rosefish rockfish group","Sebastes spp.",1998,"not specified",2763788,1253633.30936763,670435
"FB 181","Table 4b","Rockfish","Rockfish, rosethorn","Rosethorn rockfish","Sebastes helvomaculatus",1998,"not specified",5307,2407.21501533909,2039
"FB 181","Table 4b","Rockfish","Rockfish, rosy","Rosy rockfish","Sebastes rosaceus",1998,"not specified",8560,3882.75118358821,4047
"FB 181","Table 4b","Rockfish","Rockfish, shortbelly","Shortbelly rockfish","Sebastes jordani",1998,"not specified",15088,6843.8025535022,1776
"FB 181","Table 4b","Rockfish","Rockfish, group small","Small rockfish group","Sebastes spp.",1998,"not specified",1235179,560267.841611366,352208
"FB 181","Table 4b","Rockfish","Rockfish, speckled","Speckled rockfish","Sebastes ovalis",1998,"not specified",1447,656.348243300483,986
"FB 181","Table 4b","Rockfish","Rockfish, splitnose","Splitnose rockfish","Sebastes diploproa",1998,"not specified",89585,40635.0776614193,15809
"FB 181","Table 4b","Rockfish","Rockfish, starry","Starry rockfish","Sebastes constellatus",1998,"not specified",3482,1579.40883425866,4213
"FB 181","Table 4b","Rockfish","Rockfish, treefish","Treefish rockfish","Sebastes serriceps",1998,"not specified",231,104.779850865523,1097
"FB 181","Table 4b","Rockfish","Rockfish, vermilion","Vermilion rockfish","Sebastes miniatus",1998,"not specified",22659,10277.950825809,26472
"FB 181","Table 4b","Rockfish","Rockfish, widow","Widow rockfish","Sebastes entomelas",1998,"not specified",2140151,970756.288353678,890565
"FB 181","Table 4b","Rockfish","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",1998,"not specified",38202,17328.1379340463,50851
"FB 181","Table 4b","Rockfish","Rockfish, yellowtail","Yellowtail rockfish","Sebastes flavidus",1998,"not specified",755097,342506.281597419,396270
"FB 181","Table 4c","Crustaceans","Shrimp, bay","Bay shrimp","Crangon franciscorum",1999,"not specified",99319,45050.3463554669,350046
"FB 181","Table 4c","Crustaceans","Shrimp, brine","Brine shrimp","Artemia salina",1999,"not specified",1631889,740212.493718992,16324
"FB 181","Table 4c","Crustaceans","Crab, box","Brown box crab","Lopholithodes foraminatus",1999,"not specified",6709,3043.15159938005,7804
"FB 181","Table 4c","Crustaceans","Crab, brown rock","Brown rock crab","Cancer antennarius",1999,"not specified",929,421.387365602038,557
"FB 181","Table 4c","Crustaceans","Lobster, California spiny","California spiny lobster","Panulirus interruptus",1999,"not specified",486215,220543.442374806,3572100
"FB 181","Table 4c","Crustaceans","Prawn, spot","California spot prawn","Pandalus platyceros",1999,"not specified",613390,278229.059404342,4211713
"FB 181","Table 4c","Crustaceans","Shrimp, coonstriped","Coonstriped shrimp","Pandalus danae",1999,"not specified",75540,34264.3720103099,313783
"FB 181","Table 4c","Crustaceans","Crab, claws","Crab","Brachyura spp.",1999,"claws",3347,1518.17385648011,4235
"FB 181","Table 4c","Crustaceans","Crustacean, unspecified","Crustacean","Crustacea spp.",1999,"not specified",943,427.737659593888,326
"FB 181","Table 4c","Crustaceans","Crab, Dungeness","Dungeness crab","Metacarcinus magister",1999,"not specified",8717607,3954240.52538631,17131220
"FB 181","Table 4c","Crustaceans","Shrimp, ghost","Ghost shrimp","Neotrypaea californiensis",1999,"not specified",513,232.692915558499,8194
"FB 181","Table 4c","Crustaceans","Prawn, golden","Golden prawn","Penaeus californiensis",1999,"not specified",25,11.3398106997319,194
"FB 181","Table 4c","Crustaceans","Crab, king","King crab","Paralithodes spp.",1999,"not specified",483,219.08514271882,976
"FB 181","Table 4c","Crustaceans","Shrimp, Pacific Ocean","Ocean (pink) shrimp","Pandalus jordani",1999,"not specified",4241744,1924022.95986894,2042684
"FB 181","Table 4c","Crustaceans","Crab, pelagic red","Pelagic red crab","Pleuroncodes planipes",1999,"not specified",2,0.907184855978553,1
"FB 181","Table 4c","Crustaceans","Crab, red rock","Red rock crab","Cancer productus",1999,"not specified",1308,593.298895809973,1055
"FB 181","Table 4c","Crustaceans","Shrimp, red rock","Red rock shrimp","Lysmata californica",1999,"not specified",334,151.499870948418,6950
"FB 181","Table 4c","Crustaceans","Prawn, ridgeback","Ridgeback prawn","Sicyonia ingentis",1999,"not specified",1392691,631714.092128813,1553130
"FB 181","Table 4c","Crustaceans","Crab, rock unspecified","Rock crab","Cancer spp.",1999,"not specified",796366,361225.587508108,1015118
"FB 181","Table 4c","Crustaceans","Crab, sand","Sand crab","Emerita analoga",1999,"not specified",110,49.8951670788204,144
"FB 181","Table 4c","Crustaceans","Crab, spider","Sheep crab","Loxorhynchus grandis",1999,"not specified",68621,31125.9660010521,61118
"FB 181","Table 4c","Crustaceans","Crab, shore","Shore crab","Pachygrapsus crassipes",1999,"not specified",926,420.02658831807,1243
"FB 181","Table 4c","Crustaceans","Shrimp, unspecified","Shrimp","Decapoda spp.",1999,"not specified",2077,942.111472933727,4309
"FB 181","Table 4c","Crustaceans","Crab, tanner","Tanner crab","Chionoecetes bairdi",1999,"not specified",262,118.84121613319,909
"FB 181","Table 4c","Crustaceans","Crab, yellow rock","Yellow rock crab","Cancer anthonyi",1999,"not specified",322,146.056761812547,475
"FB 181","Table 4d","Echinoderms","Echinoderm, unspecified","Echinoderm","Echinodermata spp.",1999,"not specified",143,64.8637172024665,766
"FB 181","Table 4d","Echinoderms","Urchin, purple sea","Purple sea urchin","Strongylocentrotus purpuratus",1999,"not specified",40095,18186.78840023,44791
"FB 181","Table 4d","Echinoderms","Urchin, red","Red sea urchin","Mesocentrotus franciscanus",1999,"not specified",14182789,6433205.6981696,13465475
"FB 181","Table 4d","Echinoderms","Sand dollar","Sand dollar","Dendraster excentricus",1999,"not specified",80,36.2873942391421,800
"FB 181","Table 4d","Echinoderms","Sea cucumber, unspecified","Sea cucumber","Holothuroidea spp.",1999,"not specified",601504,272837.659805262,419652
"FB 181","Table 4d","Echinoderms","Sea stars","Sea star","Asteroidea spp.",1999,"not specified",236,107.047813005469,399
"FB 181","Table 4d","Echinoderms","Urchin, white","White sea urchin","Lytechinus anamesus",1999,"not specified",4867,2207.63434702381,15963
"FB 181","Table 4a","Fish","Tuna, albacore","Albacore tuna","Thunnus alalunga",1999,"not specified",12318023,5587361.96059775,10320614
"FB 181","Table 4a","Fish","Shad, American","American shad","Alosa sapidissima",1999,"not specified",5,2.26796213994638,3
"FB 181","Table 4a","Fish","Flounder, arrowtooth","Arrowtooth flounder","Atheresthes stomias",1999,"not specified",94500,42864.4844449866,10292
"FB 181","Table 4a","Fish","Surfperch, barred","Barred surfperch","Amphistichus argenteus",1999,"not specified",9562,4337.25079643346,14781
"FB 181","Table 4a","Fish","Shark, basking","Basking shark","Cetorhinus maximus",1999,"not specified",193,87.5433386019303,199
"FB 181","Table 4a","Fish","Ray, bat","Bat ray","Myliobatis californica",1999,"not specified",2205,1000.17130371635,807
"FB 181","Table 4a","Fish","Skate, big","Big skate","Beringraja binoculata",1999,"not specified",1257,570.16568198252,478
"FB 181","Table 4a","Fish","Shark, bigeye thresher","Bigeye thresher shark","Alopias superciliosus",1999,"not specified",7090,3215.97031444397,5877
"FB 181","Table 4a","Fish","Tuna, bigeye","Bigeye tuna","Thunnus obesus",1999,"not specified",216306,98114.7637286484,669741
"FB 181","Table 4a","Fish","Tuna, skipjack, black","Black skipjack tuna","Euthynnus lineatus",1999,"not specified",197308,89497.4147817081,61033
"FB 181","Table 4a","Fish","Surfperch, black","Black surfperch","Embiotoca jacksoni",1999,"not specified",42,19.0508819755496,69
"FB 181","Table 4a","Fish","Blacksmith","Blacksmith","Chromis punctipinnis",1999,"not specified",256,116.119661565255,372
"FB 181","Table 4a","Fish","Shark, blacktip","Blacktip shark","Carcharhinus limbatus",1999,"not specified",34,15.4221425516354,68
"FB 181","Table 4a","Fish","Shark, blue","Blue shark","Prionace glauca",1999,"not specified",116,52.6167216467561,29
"FB 181","Table 4a","Fish","Tuna, bluefin","Bluefin tuna","Thunnus thynnus",1999,"not specified",364680,165416.086639129,1067840
"FB 181","Table 4a","Fish","Shark, brown smoothhound","Brown smoothhound shark","Mustelus henlei",1999,"not specified",9518,4317.29272960193,6070
"FB 181","Table 4a","Fish","Mackerel, bullet","Bullet mackerel","Auxis rochei",1999,"not specified",12473,5657.65835431024,499
"FB 181","Table 4a","Fish","Sole, butter","Butter sole","Isopsetta isolepis",1999,"not specified",55,24.9475835394102,24
"FB 181","Table 4a","Fish","Cabezon","Cabezon","Scorpaenichthys marmoratus",1999,"not specified",274706,124604.561523222,1014958
"FB 181","Table 4a","Fish","Barracuda, California","California barracuda","Sphyraena argentea",1999,"not specified",202726,91954.978556554,124178
"FB 181","Table 4a","Fish","Halibut, California","California halibut","Paralichthys californicus",1999,"not specified",1314628,596305.306422686,3298315
"FB 181","Table 4a","Fish","Lizardfish, California","California lizardfish","Synodus lucioceps",1999,"not specified",110,49.8951670788204,168
"FB 181","Table 4a","Fish","Eel, California moray","California moray eel","Gymnothorax mordax",1999,"not specified",581,263.53720066177,3941
"FB 181","Table 4a","Fish","Scorpionfish, California","California scorpionfish","Scorpaena guttata",1999,"not specified",86688,39321.0203975344,203566
"FB 181","Table 4a","Fish","Sheephead, California","California sheephead","Semicossyphus pulcher",1999,"not specified",129598,58784.6714825542,414464
"FB 181","Table 4a","Fish","Skate, California","California skate","Beringraja inornata",1999,"not specified",141,63.956532346488,56
"FB 181","Table 4a","Fish","Salmon, Chinook","Chinook salmon","Oncorhynchus tshawytscha",1999,"not specified",3842750,1743042.30265579,7422532
"FB 181","Table 4a","Fish","Salmon, roe (Chinook and coho)","Chinook/coho salmon","Oncorhynchus tshawytscha, Oncorhynchus kisutch",1999,"roe",868,393.718227494692,1657
"FB 181","Table 4a","Fish","Salmon, coho","Coho salmon","Oncorhynchus kisutch",1999,"not specified",327,148.324723952493,546
"FB 181","Table 4a","Fish","Dolphin (fish)","Common dolphinfish","Coryphaena hippurus",1999,"not specified",35795,16236.3409598761,47825
"FB 181","Table 4a","Fish","Shark, thresher","Common thresher shark","Alopias vulpinus",1999,"not specified",328592,149046.843097852,469958
"FB 181","Table 4a","Fish","Croaker, unspecified","Croaker","Sciaenidae spp.",1999,"not specified",593,268.980309797641,238
"FB 181","Table 4a","Fish","Turbot, curlfin","Curlfin sole","Pleuronichthys decurrens",1999,"not specified",90,40.8233185190349,68
"FB 181","Table 4a","Fish","Sole, Dover","Dover sole","Microstomus pacificus",1999,"not specified",8434519,3825833.95213168,2800814
"FB 181","Table 4a","Fish","Eel","Eel","Anarrhichthys ocellatus, Gymnothorax mordax",1999,"not specified",6,2.72155456793566,12
"FB 181","Table 4a","Fish","Sole, English","English sole","Parophrys vetulus",1999,"not specified",840107,381066.173900787,290949
"FB 181","Table 4a","Fish","Escolar","Escolar","Lepidocybium flavobrunneum",1999,"not specified",3816,1730.90870520708,4454
"FB 181","Table 4a","Fish","Sole, fantail","Fantail sole","Xystreurys liolepis",1999,"not specified",684,310.257220744665,456
"FB 181","Table 4a","Fish","Fish, unspecified","Fish","Osteichthyes spp.",1999,"not specified",1213,550.207615150992,1281
"FB 181","Table 4a","Fish","Flounder, unspecified","Flounder","Pleuronectidae spp.",1999,"not specified",29372,13322.916794901,14957
"FB 181","Table 4a","Fish","Flyingfish","Flyingfish","Exocoetidae spp.",1999,"not specified",257,116.573253993244,162
"FB 181","Table 4a","Fish","Kelpfish, giant","Giant kelpfish","Heterostichus rostratus",1999,"not specified",50,22.6796213994638,5
"FB 181","Table 4a","Fish","Bass, giant sea","Giant sea bass","Stereolepis gigas",1999,"not specified",5018,2276.12680365019,8816
"FB 181","Table 4a","Fish","Shark, gray smoothhound","Gray smoothhound shark","Mustelus californicus",1999,"not specified",1100,498.951670788204,1318
"FB 181","Table 4a","Fish","Grenadiers","Grenadier","Macrouridae spp.",1999,"not specified",692549,314134.982411545,85553
"FB 181","Table 4a","Fish","Grouper","Grouper","Epinephelinae spp.",1999,"not specified",2,0.907184855978553,4
"FB 181","Table 4a","Fish","Hagfish","Hagfish","Eptatretus spp.",1999,"not specified",206,93.4400401657909,117
"FB 181","Table 4a","Fish","Halfmoon","Halfmoon","Medialuna californiensis",1999,"not specified",37,16.7829198356032,36
"FB 181","Table 4a","Fish","Halibut, unspecified","Halibut","Pleuronectiformes spp.",1999,"not specified",39120,17744.5357829405,95914
"FB 181","Table 4a","Fish","Shark, horn","Horn shark","Heterodontus francisci",1999,"not specified",40,18.1436971195711,20
"FB 181","Table 4a","Fish","Jacksmelt","Jacksmelt","Atherinopsis californiensis",1999,"not specified",2538,1151.21758223678,1742
"FB 181","Table 4a","Fish","Kahawai","Kahawai","Arripis trutta",1999,"not specified",115,52.1631292187668,57
"FB 181","Table 4a","Fish","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",1999,"not specified",30925,14027.3458355684,123107
"FB 181","Table 4a","Fish","Shark, leopard","Leopard shark","Triakis semifasciata",1999,"not specified",25584,11604.7086776776,23820
"FB 181","Table 4a","Fish","Lingcod","Lingcod","Ophiodon elongatus",1999,"not specified",326138,147933.727279567,293391
"FB 181","Table 4a","Fish","Sanddab, longfin","Longfin sanddab","Citharichthys xanthostigma",1999,"not specified",3,1.36077728396783,1
"FB 181","Table 4a","Fish","Thornyhead, longspine","Longspine thornyhead","Sebastolobus altivelis",1999,"not specified",2379618,1079376.70630699,2052541
"FB 181","Table 4a","Fish","Louvar","Louvar","Luvarus imperialis",1999,"not specified",8509,3859.61796976075,31197
"FB 181","Table 4a","Fish","Mackerel, unspecified","Mackerel","Scombridae spp.",1999,"not specified",958,434.541546013727,331
"FB 181","Table 4a","Fish","Prickleback, monkeyface","Monkeyface prickleback","Cebidichthys violaceus",1999,"not specified",170,77.110712758177,512
"FB 181","Table 4a","Fish","Smelt, night","Night smelt","Spirinchus starksi",1999,"not specified",548446,248770.952761007,165079
"FB 181","Table 4a","Fish","Anchovy, northern","Northern anchovy","Engraulis mordax",1999,"not specified",11417540,5178909.69026468,1000813
"FB 181","Table 4a","Fish","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",1999,"not specified",11188,5074.79208434402,22307
"FB 181","Table 4a","Fish","Oilfish","Oilfish","Ruvettus pretiosus",1999,"not specified",1257,570.16568198252,1539
"FB 181","Table 4a","Fish","Silversides","Old World silverside","Atherinidae spp.",1999,"not specified",24,10.8862182717426,6
"FB 181","Table 4a","Fish","Opah","Opah","Lampris guttatus",1999,"not specified",145346,65927.8450385294,66552
"FB 181","Table 4a","Fish","Opaleye","Opaleye","Girella nigricans",1999,"not specified",939,425.923289881931,1203
"FB 181","Table 4a","Fish","Shark, Pacific angel","Pacific angel shark","Squatina californica",1999,"not specified",53396,24220.0212849154,50869
"FB 181","Table 4a","Fish","Bonito, Pacific","Pacific bonito","Sarda chiliensis",1999,"not specified",191269,86758.1701090809,29008
"FB 181","Table 4a","Fish","Cod, Pacific","Pacific cod","Gadus macrocephalus",1999,"not specified",49,22.2260289714745,22
"FB 181","Table 4a","Fish","Jack, Pacific crevalle","Pacific crevalle jack","Caranx caninus",1999,"not specified",204,92.5328553098124,140
"FB 181","Table 4a","Fish","Ray, Pacific electric","Pacific electric ray","Tetronarce californica",1999,"not specified",1182,536.146249883325,3156
"FB 181","Table 4a","Fish","Whiting, Pacific","Pacific hake (whiting)","Merluccius productus",1999,"not specified",2883014,1307713.32018708,115612
"FB 181","Table 4a","Fish","Halibut, Pacific","Pacific halibut","Hippoglossus stenolepis",1999,"not specified",4011,1819.35922866499,8648
"FB 181","Table 4a","Fish","Herring roe on kelp","Pacific herring","Clupea pallasii pallasii",1999,"roe on kelp",86695,39324.1955445303,152732
"FB 181","Table 4a","Fish","Herring, roe","Pacific herring","Clupea pallasii pallasii",1999,"roe",5024647,2279141.83251903,1962274
"FB 181","Table 4a","Fish","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",1999,"not specified",2099874,952486.946131554,186755
"FB 181","Table 4a","Fish","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",1999,"not specified",19152855,8687590.00237655,1088514
"FB 181","Table 4a","Fish","Butterfish (Pacific pompano)","Pacific pompano (butterfish)","Peprilus simillimus",1999,"not specified",1591,721.665552930939,2610
"FB 181","Table 4a","Fish","Sanddab, Pacific","Pacific sanddab","Citharichthys sordidus",1999,"not specified",24399,11067.2016505104,6312
"FB 181","Table 4a","Fish","Sardine, Pacific","Pacific sardine","Sardinops sagax",1999,"not specified",131157672,59492126.8919011,5088319
"FB 181","Table 4a","Fish","Tomcod, Pacific","Pacific tomcod","Microgadus proximus",1999,"not specified",2045,927.59651523807,205
